Sensor: LSM6DSL Accelerometer
Vendor: STM
TimestampAcc [ns]; AccX [m/s^2]; AccY [m/s^2]; AccZ [m/s^2]
475005041097268;1.4952;9.6355;0.9936;
475005061098276;1.1229;10.1945;-0.5195;
475005081112068;1.1432;10.2388;-1.0331;
475005101134676;1.5395;9.7624;-0.3017;
475005121121710;1.1827;9.8749;-1.0846;
475005141072727;1.4808;10.4220;-1.0690;
475005161077274;1.7442;10.6578;-0.5219;
475005181122875;1.2929;9.8641;-0.4573;
475005201147521;1.3815;9.3781;0.9816;
475005221119383;1.6747;9.8940;0.0431;
475005241109295;0.4393;10.3190;-1.1241;
475005261104020;1.4389;9.9443;0.3903;
475005281097652;1.4377;9.3877;1.3767;
475005301109025;1.2917;10.0054;-0.2801;
475005321063981;0.9457;10.0880;-0.8320;
475005341041267;1.4102;9.1997;0.1999;
475005361028833;1.9848;9.4966;-0.5112;
475005381026597;1.5598;9.9048;-0.7745;
475005401017517;0.9876;9.9156;-0.4812;
475005421036400;1.7394;9.2715;0.6165;
475005441036726;1.7765;9.0273;-0.1257;
475005461037928;1.3611;9.9742;0.2969;
475005481039125;1.0391;10.3310;-0.0120;
475005501072377;1.6316;9.6319;-0.4250;
475005521095118;2.3523;9.3290;-0.1425;
475005541060354;2.0195;9.8605;1.4760;
475005561067492;0.9038;10.6530;0.0802;
475005581043599;2.0004;9.9311;0.2155;
475005601027095;1.7454;9.7049;0.2741;
475005621049958;1.5646;9.5888;-0.7398;
475005641032447;1.0810;10.2460;0.2945;
475005661074577;2.3990;11.0468;-0.7087;
475005681050661;2.3331;10.0592;-0.3148;
475005701087972;1.0798;9.0644;0.5902;
475005721054108;1.0690;10.0987;0.6536;
475005741074695;2.0279;11.2707;-0.8116;
475005761046181;2.7114;10.4986;-0.4729;
475005781135424;1.4126;9.4367;0.6907;
475005801074123;0.9194;10.1646;-0.0323;
475005821055126;1.0116;11.1690;-0.3208;
475005841021397;2.2434;11.0456;-1.7813;
475005861047936;0.8248;8.8645;2.4756;
475005881036802;0.1700;9.8916;0.7470;
475005901029754;1.8543;11.1678;-1.5754;
475005921024134;3.4010;11.0516;-1.4150;
475005941055843;0.8595;9.2440;0.9266;
475005961076851;-0.1556;9.3063;1.2139;
475005981063221;1.5754;11.3282;-1.9130;
475006001036117;2.0937;11.0947;-1.5574;
475006021056046;2.5211;10.0114;0.8224;
475006041062126;-0.7242;8.2959;1.9453;
475006061042397;0.7554;10.4806;-1.2617;
475006081064455;2.1452;10.6219;-1.5227;
475006101107003;1.6472;8.7580;1.0175;
475006121132758;0.6644;9.1997;0.0778;
475006141110116;1.5335;10.8876;-2.9628;
475006161104295;1.9944;10.5967;-0.3699;
475006181061096;1.6281;9.6379;1.6125;
475006201102035;1.4629;9.8509;0.2095;
475006221080140;0.9529;10.3944;-1.3671;
475006241049019;1.1660;10.0449;-0.4178;
475006261027016;1.9094;10.0233;0.3555;
475006281014476;2.3200;10.6494;0.0371;
475006301027129;0.3867;11.0696;-0.4992;
475006321035013;0.5267;9.9180;-0.8140;
475006341044359;2.4708;10.3022;1.6185;
475006361089571;2.0710;11.7304;-1.4904;
475006381089907;0.7913;10.6087;-0.8942;
475006401087960;0.6931;9.2153;1.2701;
475006421126871;1.7406;9.5960;0.6285;
475006441148538;1.4772;11.1235;-1.6089;
475006461164352;0.7123;11.1294;-1.9034;
475006481128817;1.3862;10.1682;-0.7506;
475006501158434;1.8364;8.3905;0.5686;
475006521135358;0.9780;9.8174;-1.0487;
475006541156532;1.2055;11.1989;-1.5610;
475006561168080;0.9445;9.3278;0.3807;
475006581100047;0.5770;9.8306;0.5303;
475006601105088;0.2263;11.5496;-2.0782;
475006621142012;1.9022;11.2839;-0.0994;
475006641081936;2.7641;8.9304;-0.3448;
475006661057686;-0.1125;8.8825;0.5626;
475006681041080;-0.2155;10.4734;0.4441;
475006701076008;1.6735;10.9750;-2.5331;
475006723284991;2.6671;10.1849;1.0379;
475006742152406;1.1768;9.6594;0.5435;
475006761588171;0.4717;10.1766;-0.1006;
475006781317746;2.2494;11.2743;-1.7095;
475006801159091;1.9944;10.6650;-0.7422;
475006821103667;0.2322;7.9559;2.8599;
475006841068686;1.9345;10.7188;0.6608;
475006861074638;2.5642;11.8238;0.2047;
475006881092614;1.4401;8.7161;3.7505;
475006901097660;0.0886;8.7628;3.6356;
475006921105336;2.7342;12.2799;0.5842;
475006941141444;2.0375;12.5049;-2.3475;
475006961160709;0.9218;8.9687;0.9146;
475006981132476;1.4186;7.3538;3.5937;
475007001120552;3.8906;11.2887;0.1353;
475007021145898;1.3898;12.4786;-1.7657;
475007041078513;0.1975;10.1873;2.2769;
475007061056840;2.4349;8.1080;4.7250;
475007081040138;3.1460;12.2296;-0.9577;
475007101037498;1.8136;11.4072;-0.4657;
475007121083909;-0.1867;8.3007;3.7062;
475007141139153;2.9461;9.3087;2.9521;
475007161115083;3.3722;11.9746;-1.8615;
475007181073875;0.8882;10.5010;-1.0666;
475007201090444;1.6400;7.7740;2.1368;
475007221101978;2.9688;8.8406;-0.7638;
475007241102803;2.7066;10.9571;-1.2570;
475007261106639;1.1648;9.9970;1.6448;
475007281104403;0.0922;9.1291;1.9321;
475007301107919;2.8204;8.9148;0.2837;
475007321104350;2.7210;9.8557;-0.9972;
475007341104239;0.2717;9.3170;0.0970;
475007361109530;0.1724;9.7085;0.2263;
475007381108964;2.2338;10.8864;0.2334;
475007401103181;3.0107;10.3274;-1.1863;
475007421103424;0.6416;8.9531;-0.0575;
475007441136103;0.8691;9.3757;-0.1844;
475007461110000;2.7964;10.6734;-1.0259;
475007481109583;1.8352;10.4830;-2.2757;
475007501102952;0.2861;9.4846;-1.2210;
475007521105348;1.3168;9.8485;-0.0048;
475007541071719;2.8216;10.4232;0.1999;
475007561050481;2.6635;10.5189;0.8344;
475007581042804;0.5806;10.1538;1.2570;
475007601023235;1.7047;9.7839;-0.0838;
475007621066162;1.4784;10.5692;-0.2981;
475007641045876;0.8691;11.0193;-0.4465;
475007661057310;1.9501;11.4311;-1.1217;
475007681040527;2.5498;9.8485;-0.5602;
475007701026250;2.0722;8.7329;0.8224;
475007721030496;0.7853;9.5960;0.3735;
475007741021408;2.2338;11.9662;-1.7382;
475007761035287;2.1572;10.9068;-1.5467;
475007781022342;0.7913;8.4120;-0.1748;
475007801022773;1.3096;8.5653;-0.2789;
475007821012181;3.0239;10.8685;-0.5555;
475007841031673;0.9457;9.7133;1.0044;
475007861056650;1.8088;9.2093;0.3136;
475007881028062;2.1811;9.9922;-0.8679;
475007901015114;2.4169;10.7667;-1.2342;
475007921007698;2.1500;9.9886;-0.0802;
475007941049470;1.9860;9.8258;0.9134;
475007961060145;0.9409;10.1502;0.7051;
475007981061059;2.2685;10.3920;-0.3759;
475008001054112;2.4469;10.0916;0.2071;
475008021026697;2.1225;10.2268;-0.1808;
475008041056720;2.2649;10.4531;-0.2322;
475008061050885;2.6731;10.0724;0.1293;
475008081046795;1.7190;10.7955;-0.4429;
475008101044692;2.0339;10.9092;0.1736;
475008121079179;2.8695;11.1761;0.7566;
475008141091903;1.9058;11.1055;0.3759;
475008161103227;2.0339;10.7093;0.9673;
475008181124139;2.2003;11.1953;0.6261;
475008201110460;2.1536;11.4491;1.4365;
475008221105486;1.5706;11.7974;1.7382;
475008241115768;1.2450;11.5089;1.7238;
475008261126178;3.2561;11.2743;0.8296;
475008281142480;2.5199;10.9918;0.7769;
475008301106419;1.4545;10.9463;0.6057;
475008321108562;2.7845;11.3042;-1.6652;
475008341110325;3.0622;10.9642;-1.3958;
475008361113149;1.0116;10.9403;-0.4513;
475008381114330;0.7039;9.5529;-0.3124;
475008401111498;1.9345;9.4942;-1.6747;
475008421125216;3.1316;11.5281;0.6069;
475008441076922;1.2989;10.7907;-0.3089;
475008461102390;1.2989;9.6630;-1.2330;
475008481067701;1.4090;9.0369;-0.3938;
475008501042183;3.7948;9.4092;-0.7997;
475008521064847;3.0981;9.5804;-0.2873;
475008541058718;1.0798;11.3234;-0.6117;
475008561050538;0.4908;9.7516;0.0706;
475008581044794;4.4508;7.9188;-1.3695;
475008601052134;3.1280;9.4786;-5.4839;
475008621031323;-2.5235;6.6020;1.8435;
475008641038302;-0.9804;7.9045;2.2733;
475008661037234;5.9975;12.3409;-1.3970;
475008681034815;6.6415;9.5768;-7.3275;
475008701024452;-3.0718;4.9512;1.9956;
475008721039943;-3.0765;7.3574;1.5622;
475008741025323;4.8949;12.5013;-0.5770;
475008761017283;6.6930;12.8940;-2.1308;
475008781028743;-1.8627;7.4795;1.0199;
475008801034166;-2.1751;4.7561;4.6783;
475008821068762;9.0405;16.1788;-5.4827;
475008841099714;-0.4118;11.0313;-2.2529;
475008861058651;-4.3574;6.4236;6.6978;
475008881083062;2.8323;11.1881;0.9888;
475008901084652;4.6412;14.3437;-2.1201;
475008921097062;1.2941;11.3737;-0.7135;
475008941134094;0.0814;8.2528;1.1325;
475008961115707;2.7773;10.7021;-0.4800;
475008981109705;3.4273;12.6162;-4.4400;
475009001105743;1.0127;10.9654;-0.5423;
475009021100223;0.3160;9.2285;1.4425;
475009041096406;1.8052;10.1921;0.2957;
475009061159497;1.8352;11.3629;-2.6133;
475009081127966;0.4597;9.4152;-0.7661;
475009101109508;0.9218;8.9280;0.5028;
475009121103106;2.1823;10.2472;-0.6393;
475009141097886;1.8567;11.2803;-2.5606;
475009161098256;0.5124;9.2823;-0.4118;
475009181098941;0.2023;8.3869;0.0802;
475009201099188;1.4976;9.2668;0.3280;
475009221100965;0.8990;11.3701;-2.2661;
475009241102546;1.2570;10.2723;-1.0977;
475009261102202;1.1217;8.9088;2.3020;
475009281097722;1.2330;9.4332;0.4238;
475009301093309;1.3994;10.5896;-2.9401;
475009321137122;1.5838;9.8186;1.0989;
475009341112470;0.9349;9.3721;1.2713;
475009361104375;1.3012;10.8924;-0.3077;
475009381105270;1.9561;10.8110;-0.5267;
475009401100564;2.1991;9.6403;1.2282;
475009421099884;1.7466;10.0042;1.1576;
475009441100274;1.1432;10.9798;-0.4597;
475009461105431;1.6029;10.5177;-0.3867;
475009481097144;2.6659;9.5493;1.1839;
475009501092462;3.3734;10.4291;-0.4717;
475009521127083;1.7609;10.3753;-0.9553;
475009541146739;1.3348;9.5433;-0.0754;
475009561113471;2.6025;9.2308;0.6812;
475009581097395;2.5438;10.1299;-1.7561;
475009601095491;1.5179;9.5014;-2.3224;
475009621136559;2.6600;8.8322;-0.0958;
475009641116458;2.9377;9.3422;-0.3687;
475009661111234;2.2446;10.1730;-2.5139;
475009681083122;1.3324;9.4774;-1.1827;
475009701077913;1.6101;8.3761;0.0515;
475009721051885;2.8982;9.5660;-1.7346;
475009741083717;2.2877;9.7731;-1.1277;
475009761043460;1.5060;8.9890;-1.4856;
475009781065485;2.0638;9.0034;-0.3579;
475009801042632;2.9365;10.1502;-1.2031;
475009821044091;0.7973;11.0289;1.2186;
475009841064089;0.7829;9.3925;1.4257;
475009861047434;3.0861;10.1263;0.4381;
475009881068742;2.8551;10.7440;-0.8511;
475009901061049;0.7434;10.8960;0.3448;
475009921053934;1.0175;10.6925;0.6261;
475009941069453;3.7912;10.2460;0.2179;
475009961075520;2.9018;10.5237;2.7366;
475009981082092;-0.5279;10.9176;2.4301;
475010001088167;-0.6464;10.2508;-0.6105;
475010021100262;4.6364;8.5078;0.3747;
475010041099386;6.1890;10.4603;1.6999;
475010061091564;3.0239;10.4782;-3.2860;
475010081099710;1.7657;10.0233;1.4078;
475010101100072;-0.4250;9.6055;4.6555;
475010121105387;-0.7673;11.7579;1.1863;
475010141136680;0.9936;13.0723;-5.7940;
475010161107364;4.3479;10.7141;-1.0726;
475010181096110;3.8798;7.1036;5.6563;
475010201091253;1.6568;11.9878;0.3950;
475010221134574;2.8623;16.6110;-6.3686;
475010241116850;3.3279;8.7568;-1.7861;
475010261110238;1.0415;2.9149;2.8599;
475010281119393;0.5818;13.3225;-4.1970;
475010301108548;1.3671;14.7447;-4.3562;
475010321137260;0.2298;5.8167;0.8452;
475010341108520;0.7326;5.4300;0.0096;
475010361105688;4.7274;12.0847;-3.1244;
475010381107099;3.0335;12.6079;-6.0573;
475010401108555;0.6404;6.4272;2.1416;
475010421106783;1.3360;5.4145;7.7680;
475010441105839;1.5909;12.9909;-2.1871;
475010461110425;2.5486;14.5819;-5.0338;
475010481126468;4.0091;8.0457;1.6281;
475010501116412;1.1875;5.5821;7.1156;
475010521110038;1.6364;12.2212;-2.7809;
475010541103543;2.7701;14.6645;-5.4851;
475010561102507;2.3128;7.8434;4.2353;
475010581100970;0.0634;7.6327;3.2693;
475010601099432;2.5247;13.5368;-2.6935;
475010621102779;3.6619;12.8640;-4.4891;
475010641106568;2.1105;8.3079;0.1796;
475010661109058;0.7386;7.3514;1.6305;
475010681074534;3.1783;11.5089;-3.1759;
475010701050234;3.6631;13.0077;-4.5274;
475010721145834;0.7841;9.0740;1.8783;
475010741086807;1.4162;7.5202;4.6675;
475010761053005;2.3331;10.5393;0.5279;
475010781032661;2.9820;12.7719;-2.4229;
475010801035951;1.2222;9.8821;1.0343;
475010821037481;1.2438;9.4344;1.7705;
475010841067226;2.2134;11.9387;-0.5638;
475010861052349;2.0578;11.8968;-0.4621;
475010881047122;2.2122;10.5620;0.4154;
475010901043758;0.3280;9.5972;0.2143;
475010921052672;1.3300;10.5836;-0.8416;
475010941080072;3.1747;10.7751;-0.6045;
475010961080406;2.7617;10.3777;1.0965;
475010981081593;0.1808;8.8286;2.2853;
475011001082455;1.7549;9.7384;-0.9433;
475011021087867;3.0586;10.2352;-3.5314;
475011041098823;3.1819;8.3055;0.7829;
475011061102839;0.8464;9.1997;-0.0862;
475011081106271;2.9185;10.3621;-2.2709;
475011101109679;3.4704;9.0704;-0.8978;
475011121078210;2.6779;7.6160;1.7681;
475011141092802;1.3455;10.1035;0.1389;
475011161135656;1.3108;11.4371;-2.1799;
475011181108525;3.6703;9.4894;1.5455;
475011201095883;2.5367;7.9308;1.8016;
475011221093408;1.9848;10.6111;-1.1133;
475011241093767;2.2170;11.7483;-1.1600;
475011261136850;2.8240;10.4962;0.2562;
475011281121084;2.6013;9.2141;1.7825;
475011301107605;2.2685;10.9307;-2.1679;
475011321106288;3.0622;11.4934;-1.7346;
475011341144610;3.5901;9.8857;-0.5614;
475011361155829;2.4684;8.7317;0.3962;
475011381124054;2.4313;10.6686;-2.7880;
475011401110609;2.3379;10.9295;-2.0889;
475011421102982;3.0981;9.4391;-0.2562;
475011441138342;3.5710;9.5936;-0.0467;
475011461120118;1.5191;10.4507;-2.5833;
475011481123333;1.7980;9.7516;-1.9070;
475011501089902;3.7421;8.7640;0.8643;
475011521099571;3.3172;9.7384;1.0726;
475011541107790;0.9469;10.6578;-0.8248;
475011561142688;3.1424;8.3570;-1.4605;
475011581126580;3.4165;8.1415;-0.4082;
475011601109256;2.4265;9.7887;-0.8703;
475011621099787;0.5710;10.5381;-2.1320;
475011641139129;2.7629;9.3685;-0.7673;
475011661164281;4.3144;9.1854;0.5710;
475011681136318;1.5407;10.4148;-2.0746;
475011701089125;0.0958;11.2120;-2.1859;
475011721066798;2.8060;10.2903;1.5347;
475011741308365;4.6184;10.3286;0.5818;
475011761167687;1.9190;10.7667;-0.6692;
475011781098156;0.4274;10.8433;-0.7853;
475011801077025;1.7957;10.5034;-0.4190;
475011821050190;3.6715;10.2173;-1.4629;
475011841051369;1.1791;9.9395;-1.3767;
475011861073920;1.5993;9.5373;-0.6117;
475011881083907;5.2720;10.0305;-1.6089;
475011901088574;2.4936;9.6235;-0.2251;
475011921091195;0.7817;8.4982;-1.6388;
475011941095525;1.3252;8.7736;-0.7350;
475011961091190;4.0989;9.9347;-2.4014;
475011981079792;3.6476;9.1794;-2.0638;
475012001089016;1.8830;7.7800;-0.1748;
475012021097263;0.6979;8.5018;-0.0239;
475012041137501;3.4058;10.4004;-2.4481;
475012061155717;2.4756;8.5557;1.2414;
475012081122882;1.8028;9.1506;1.0044;
475012101110157;1.7538;9.5828;0.6213;
475012121110718;2.5283;10.0293;-0.1592;
475012141077729;2.5654;9.0297;-0.2346;
475012161070792;0.9529;8.8011;0.6500;
475012181091054;1.4150;9.5026;-0.6943;
475012201115166;1.5323;10.3058;-1.8806;
475012221105261;4.0737;9.0178;-1.4281;
475012241098731;0.8380;8.6143;-1.3946;
475012261096678;0.1508;9.7576;-0.1604;
475012281100786;2.7521;11.6250;-1.2629;
475012301099397;2.0027;9.5996;1.0355;
475012321097857;0.2957;8.6048;2.3032;
475012341098625;-0.5315;10.3860;0.1233;
475012361111548;2.9449;11.6610;-1.0546;
475012381151298;2.9568;10.4818;-0.2454;
475012401116980;-0.7829;8.4767;1.0343;
475012421107879;0.1592;9.4415;0.6680;
475012441098905;2.8718;11.8070;-0.9960;
475012461088938;2.6145;11.0241;-1.8675;
475012481088281;-1.2761;7.4280;2.8192;
475012501134453;-0.8021;9.3913;0.5770;
475012521116173;3.0706;11.1306;-2.8371;
475012541098879;2.3798;10.8362;-1.8926;
475012561088328;-1.8723;7.7345;0.7973;
475012581096765;0.6345;9.8186;0.3950;
475012601057368;3.0957;12.0464;-1.2546;
475012621074188;0.7386;9.3601;-0.2406;
475012641125002;-1.2713;6.1292;1.5993;
475012661107005;2.4768;8.2384;0.1580;
475012681104603;3.2262;11.7675;-2.0889;
475012701098460;-1.7549;11.3725;0.5303;
475012721124330;-1.2139;8.0912;2.5702;
475012741074342;2.7426;8.2660;0.0706;
475012761050195;1.8771;11.2216;-3.1484;
475012781030467;-1.9908;10.8553;-0.5148;
475012801033757;0.7733;8.1954;3.7182;
475012821034748;2.9353;10.4208;0.3124;
475012841057090;-0.3819;11.6274;-2.2649;
475012861056819;-0.2274;9.9766;0.2813;
475012881080721;1.9381;9.6067;2.8730;
475012901090980;-0.0718;9.8007;1.0151;
475012921097244;-0.8272;11.4000;-1.9249;
475012941103857;0.9170;10.5297;0.0144;
475012961113337;-0.5602;9.5433;-0.3364;
475012981117404;2.8587;9.0070;1.6017;
475013001069514;-0.4920;11.4096;-1.1420;
475013021082550;-0.5567;10.8661;-1.1720;
475013041085145;0.5028;8.5126;0.1652;
475013061138961;0.5399;10.1047;-0.2933;
475013081126081;1.5275;10.6997;-2.9197;
475013101113160;-0.7518;10.1095;-1.0499;
475013121109834;-0.0862;8.6874;1.9752;
475013141108652;-0.1604;9.6929;1.0582;
475013161153580;2.2458;10.9008;-2.8060;
475013181150179;-0.8368;8.5030;-0.6740;
475013201126094;-1.1205;7.2832;2.6635;
475013221125993;0.0551;10.3441;-2.0626;
475013241117385;0.9948;11.8202;-1.9082;
475013261114274;0.5782;8.6395;-0.2550;
475013281113853;-1.3120;7.7704;1.3503;
475013301107142;1.1947;11.8752;-2.5379;
475013321147017;-1.0211;9.9647;0.7075;
475013341127493;-1.1169;7.8111;2.4253;
475013361117866;-0.6273;9.7205;-0.6261;
475013381127283;-0.1939;11.2372;-2.5762;
475013401106665;-0.4226;10.3238;-1.0666;
475013421117029;-1.5862;8.6215;2.8611;
475013441110615;-1.7609;8.6311;0.9685;
475013461109581;-0.1413;11.4670;-1.8292;
475013481111641;-0.9290;9.8964;0.0706;
475013501108036;-0.4477;8.9878;1.2929;
475013521098618;-0.6560;8.6622;0.5124;
475013541091198;-0.9637;10.2173;-0.6189;
475013561131238;-2.3296;9.1770;-0.0012;
475013581150104;-1.1061;8.8957;0.8128;
475013601118171;0.8045;9.0561;-1.4533;
475013621098840;-1.7454;9.4966;-1.5071;
475013641091886;-2.3068;9.4499;-0.6033;
475013661131735;0.2143;9.0357;-0.1389;
475013681152198;-0.2155;8.8813;0.8080;
475013701090526;-2.5558;9.8689;-0.2274;
475013728301729;0.5327;9.9180;0.3424;
475013761411470;0.5327;9.9180;0.3424;
475013781052085;-1.4222;9.8629;-0.0994;
475013801083624;-1.9680;9.6558;0.3603;
475013821004739;-0.3077;10.7260;0.5124;
475013841085778;-0.2358;9.6450;1.2426;
475013860998893;-1.3970;9.1219;0.6057;
475013881042624;-1.3336;9.8749;-0.5674;
475013901102162;-1.0894;9.7947;0.5914;
475013921043816;-0.9816;9.7707;-0.0407;
475013941093354;-1.4162;9.8497;0.0287;
475013961107239;-0.4788;9.3063;0.1664;
475013981113431;-1.3372;8.8741;0.7314;
475014001049970;-0.9852;10.2161;0.1437;
475014021029701;-1.2031;10.6279;1.1349;
475014041009239;-0.7015;9.9132;0.1568;
475014061084508;-2.2601;8.4420;1.6293;
475014081169239;-0.5076;9.2787;0.6117;
475014101180508;-1.5371;10.4088;-0.2765;
475014121098585;-2.1955;10.4866;-0.0479;
475014141113893;-1.0630;8.7700;0.1736;
475014161098316;-2.2505;8.3833;-0.3292;
475014181113162;-1.3623;10.1442;-0.8428;
475014201196585;-2.5618;10.2747;0.1125;
475014221145123;-1.8124;9.1842;1.9704;
475014241019393;-2.0135;9.4224;1.1875;
475014261106931;-2.1703;9.9383;-0.6620;
475014281116585;-1.5802;10.8146;-1.2103;
475014301116393;-1.8016;10.1873;0.4250;
475014321111777;-2.6612;9.1303;1.6795;
475014341196700;-2.2003;10.4603;-0.3867;
475014361108277;-1.6747;10.5512;-0.1856;
475014381111162;-2.5247;9.3996;0.6057;
475014401115354;-1.7394;9.7193;-0.5543;
475014421114546;-2.9341;9.9814;-1.4150;
475014441100316;-1.9309;9.4966;-1.6508;
475014461091162;-1.9824;9.1303;0.3292;
475014481115431;-2.6193;9.4559;-0.5471;
475014501116200;-1.9465;9.8282;-1.0139;
475014521108546;-2.0830;8.8454;0.1437;
475014541100662;-1.7310;9.0405;1.6041;
475014561099123;-2.9245;9.8067;-1.0044;
475014581104316;-2.0279;8.9783;0.7626;
475014601106354;-1.4868;8.9172;0.7877;
475014621112508;-2.4157;9.0668;-0.1508;
475014641111469;-2.1392;9.6462;-0.7075;
475014661103546;-0.9792;8.9399;0.2598;
475014681113508;-1.1384;9.6702;0.9972;
475014701107623;-2.0111;10.2771;-0.4752;
475014721106662;-2.1380;9.8485;-0.1963;
475014741154431;-1.3084;9.1578;1.1217;
475014761012162;-1.9405;9.9096;0.4345;
475014781070238;-2.6779;11.5221;-0.8236;
475014801005085;-2.7270;10.3669;1.6328;
475014821012431;-0.1209;8.9208;0.9002;
475014841037085;-1.2462;10.5668;-1.8914;
475014861060085;-2.2494;11.1175;-2.0339;
475014881047161;-1.6771;9.9012;0.7590;
475014901098238;-2.0051;10.5189;1.4042;
475014921054508;-1.9932;10.6662;-0.2514;
475014941043392;-1.8423;10.1215;-1.6843;
475014961093315;-1.6580;9.1877;1.1097;
475014981088508;-1.6532;10.4615;-0.9182;
475015001102354;-1.3132;10.9200;0.0599;
475015021100661;-1.3420;9.7899;0.1053;
475015041080469;-1.9692;9.2344;0.3747;
475015061084854;-1.3683;9.8785;-1.0726;
475015081093623;-0.9697;9.8749;0.3460;
475015101081815;-2.8335;9.9491;0.3543;
475015121165277;-2.9904;9.7719;-0.8978;
475015141086161;-0.0898;9.7300;-0.6081;
475015161095584;-0.5806;9.3206;-0.1760;
475015181177854;-2.8982;9.0836;0.6464;
475015201177392;-3.2406;10.0688;-0.2789;
475015221102584;-0.2071;10.0760;0.6812;
475015241102854;-0.2442;8.6694;0.4130;
475015261094392;-2.6791;8.9004;0.0168;
475015281026392;-4.1444;10.2400;-1.9501;
475015301044007;-0.8380;10.3166;0.4956;
475015321109123;-3.2573;9.2560;0.7290;
475015341142853;-3.5757;9.8306;-0.2394;
475015361049623;-1.5060;10.0688;-0.5459;
475015381048238;-0.2753;9.9802;-0.0826;
475015401189430;-2.6276;9.4236;1.6819;
475015421121661;-4.1803;9.5457;-0.3484;
475015441105853;-3.1161;10.0999;-0.6369;
475015461029276;0.4429;9.7875;-0.3508;
475015481024584;-2.2170;8.8765;1.2474;
475015501167199;-3.7493;10.1873;0.6644;
475015521078353;-2.7390;10.3082;-0.7745;
475015541081623;-1.0080;9.8222;1.2965;
475015561095084;-2.0267;9.2967;0.4094;
475015581103084;-3.7469;9.7264;-0.3831;
475015601186622;-1.8016;9.4403;0.2897;
475015621096353;-0.6752;9.4439;1.3156;
475015641099161;-2.0614;10.0305;0.0431;
475015661041469;-3.2298;10.5070;-1.9884;
475015681100661;-1.3060;8.6898;0.9014;
