TimestampGNSS [ns]; UTC time [ms]; Lat [deg]; Lon [deg]; Height [m]; Speed [m/s]; Heading [deg]; Hor Acc [m]; Vert Acc [m]; Speed Acc [m/s]; Heading Acc [deg]
474045762204932;1604477900000;48.886194680817;9.138280833140;342.0000;18.4400;77.1000;1.00000000;100.00000000;20.00000000;10.00000000;
474046756072777;1604477901000;48.886227160692;9.138524914160;342.0000;17.9900;78.3000;1.00000000;100.00000000;20.00000000;10.00000000;
474047798466545;1604477902000;48.886261484586;9.138758266345;342.0000;17.5400;79.5000;1.00000000;100.00000000;20.00000000;10.00000000;
474048792577083;1604477903000;48.886287636124;9.138986086473;342.0000;17.0700;80.7000;1.00000000;100.00000000;20.00000000;10.00000000;
474049782733044;1604477904000;48.886311901733;9.139214158058;342.0000;16.8800;81.7000;1.00000000;100.00000000;20.00000000;10.00000000;
474050788172236;1604477905000;48.886334197596;9.139441475272;341.0000;16.9600;82.8000;1.50000000;100.00000000;20.00000000;10.00000000;
474051792240350;1604477906000;48.886352176778;9.139668457210;342.0000;16.7200;84.7000;1.50000000;100.00000000;20.00000000;10.00000000;
474052781796350;1604477907000;48.886359594762;9.139899713919;341.0000;17.4100;91.4000;1.50000000;100.00000000;20.00000000;10.00000000;
474053787284772;1604477908000;48.886357708834;9.140140525997;341.0000;17.3700;91.6000;1.50000000;100.00000000;20.00000000;10.00000000;
474054786668771;1604477909000;48.886355110444;9.140378488228;341.0000;17.6100;90.9000;1.50000000;100.00000000;20.00000000;10.00000000;
474055790448540;1604477910000;48.886353978887;9.140621228144;341.0000;17.8600;90.4000;1.00000000;100.00000000;20.00000000;10.00000000;
474056793841578;1604477911000;48.886352679692;9.140859190375;341.0000;17.6100;90.7000;1.50000000;100.00000000;20.00000000;10.00000000;
474057802994115;1604477912000;48.886347357184;9.141097906977;341.0000;17.2800;91.4000;1.00000000;100.00000000;20.00000000;10.00000000;
474058749654692;1604477913000;48.886343375780;9.141324386001;341.0000;16.7300;91.8000;1.00000000;100.00000000;20.00000000;10.00000000;
474059809068537;1604477914000;48.886338388547;9.141554469243;341.0000;16.7500;92.2000;1.00000000;100.00000000;20.00000000;10.00000000;
474060803006305;1604477915000;48.886328916997;9.141780780628;341.0000;16.7200;93.8000;1.00000000;100.00000000;20.00000000;10.00000000;
474061769433959;1604477916000;48.886312991381;9.142006421462;341.0000;16.3300;94.3000;1.00000000;100.00000000;20.00000000;10.00000000;
474062779910227;1604477917000;48.886298071593;9.142227368429;341.0000;15.9200;94.4000;1.00000000;100.00000000;20.00000000;10.00000000;
474063779505149;1604477918000;48.886280888692;9.142440520227;342.0000;15.8600;96.1000;1.00000000;100.00000000;20.00000000;10.00000000;
474064786801610;1604477919000;48.886258928105;9.142651325092;342.0000;15.9300;97.1000;1.00000000;100.00000000;20.00000000;10.00000000;
474065784081225;1604477920000;48.886237679981;9.142867159098;342.0000;16.0600;98.4000;1.00000000;100.00000000;20.00000000;10.00000000;
474066779290224;1604477921000;48.886211989447;9.143084501848;342.0000;16.2200;101.3000;1.00000000;100.00000000;20.00000000;10.00000000;
474067778984839;1604477922000;48.886179928668;9.143299581483;342.0000;15.9600;104.6000;1.00000000;100.00000000;20.00000000;10.00000000;
474068776858454;1604477923000;48.886138647795;9.143506027758;342.0000;15.9100;107.2000;1.00000000;100.00000000;20.00000000;10.00000000;
474069790037145;1604477924000;48.886093678884;9.143711803481;342.0000;15.9100;108.1000;1.00000000;100.00000000;20.00000000;10.00000000;
474070791727491;1604477925000;48.886046153493;9.143917663023;342.0000;15.8000;108.2000;1.00000000;100.00000000;20.00000000;10.00000000;
474071779113182;1604477926000;48.886000304483;9.144121175632;342.0000;15.9700;108.5000;1.00000000;100.00000000;20.00000000;10.00000000;
474072785193797;1604477927000;48.885953575373;9.144321251661;342.0000;15.8100;109.4000;1.00000000;100.00000000;20.00000000;10.00000000;
474073782021219;1604477928000;48.885905337520;9.144526356831;342.0000;15.5300;110.1000;1.00000000;100.00000000;20.00000000;10.00000000;
474074780174718;1604477929000;48.885857351124;9.144724505022;342.0000;15.2100;109.9000;1.00000000;100.00000000;20.00000000;10.00000000;
474075794078487;1604477930000;48.885809867643;9.144918126985;341.0000;14.8300;110.4000;1.50000000;100.00000000;20.00000000;10.00000000;
474076777110217;1604477931000;48.885766197927;9.145106635988;341.0000;14.5300;110.3000;1.00000000;100.00000000;20.00000000;10.00000000;
474077775106870;1604477932000;48.885721103288;9.145291289315;341.0000;14.2200;110.7000;1.00000000;100.00000000;20.00000000;10.00000000;
474078778276946;1604477933000;48.885675799102;9.145476613194;341.0000;14.0600;110.5000;1.00000000;100.00000000;20.00000000;10.00000000;
474079787155215;1604477934000;48.885629405268;9.145656237379;341.0000;14.1500;110.5000;1.00000000;100.00000000;20.00000000;10.00000000;
474080784881099;1604477935000;48.885584226809;9.145836532116;341.0000;14.2300;112.0000;1.50000000;100.00000000;20.00000000;10.00000000;
474081780059252;1604477936000;48.885531588458;9.146013725549;342.0000;14.1600;114.4000;2.50000000;100.00000000;20.00000000;10.00000000;
474082770430559;1604477937000;48.885483057238;9.146191505715;342.0000;14.1100;112.7000;2.50000000;100.00000000;20.00000000;10.00000000;
474083787966020;1604477938000;48.885447685607;9.146374482661;342.0000;13.6000;110.2000;2.00000000;100.00000000;20.00000000;10.00000000;
474084795105096;1604477939000;48.885401962325;9.146560477093;342.0000;13.3100;115.0000;1.50000000;100.00000000;20.00000000;10.00000000;
474085778953634;1604477940000;48.885354143567;9.146725349128;342.0000;13.1200;115.0000;2.00000000;100.00000000;20.00000000;10.00000000;
474086784972287;1604477941000;48.885313658975;9.146881671622;341.0000;12.8300;110.8000;2.00000000;100.00000000;20.00000000;10.00000000;
474087792560786;1604477942000;48.885275144130;9.147048052400;341.0000;12.3400;108.7000;1.50000000;100.00000000;20.00000000;10.00000000;
474088785411285;1604477943000;48.885244214907;9.147200183943;342.0000;11.1100;105.6000;1.50000000;100.00000000;20.00000000;10.00000000;
474089776930477;1604477944000;48.885220577940;9.147331025451;342.0000;9.3300;105.5000;1.50000000;100.00000000;20.00000000;10.00000000;
474090789478015;1604477945000;48.885193881579;9.147445019335;342.0000;7.7800;112.8000;1.00000000;100.00000000;20.00000000;10.00000000;
474091799939476;1604477946000;48.885161736980;9.147525066510;342.0000;7.0000;131.0000;1.50000000;100.00000000;20.00000000;10.00000000;
474092775628244;1604477947000;48.885106416419;9.147579465061;343.0000;7.4600;158.5000;1.50000000;100.00000000;20.00000000;10.00000000;
474093784906936;1604477948000;48.885043594055;9.147599749267;343.0000;9.0700;179.2000;1.50000000;100.00000000;20.00000000;10.00000000;
474094772688320;1604477949000;48.884952273220;9.147565970197;343.0000;10.6600;195.4000;2.00000000;100.00000000;20.00000000;10.00000000;
474095781781665;1604477950000;48.884860281833;9.147511571646;342.0000;11.6200;202.1000;1.50000000;100.00000000;20.00000000;10.00000000;
474096778103434;1604477951000;48.884755633771;9.147445941344;342.0000;12.8400;202.4000;1.00000000;100.00000000;20.00000000;10.00000000;
474097779769702;1604477952000;48.884646543302;9.147375449538;342.0000;13.9900;203.8000;1.00000000;100.00000000;20.00000000;10.00000000;
474098788113240;1604477953000;48.884535692632;9.147289786488;342.0000;13.6600;205.7000;1.00000000;100.00000000;20.00000000;10.00000000;
474099767478739;1604477954000;48.884426853620;9.147204039618;342.0000;13.6200;208.1000;1.50000000;100.00000000;20.00000000;10.00000000;
474100780769469;1604477955000;48.884324720129;9.147103959695;343.0000;13.5500;216.0000;1.00000000;100.00000000;20.00000000;10.00000000;
474101787136161;1604477956000;48.884240817279;9.146984685212;343.0000;13.0300;226.6000;1.50000000;100.00000000;20.00000000;10.00000000;
474102776581468;1604477957000;48.884169445373;9.146853340790;343.0000;13.2000;234.2000;1.50000000;100.00000000;20.00000000;10.00000000;
474103781051121;1604477958000;48.884106581099;9.146706406027;344.0000;12.8900;238.8000;1.50000000;100.00000000;20.00000000;10.00000000;
474104772836620;1604477959000;48.884051134810;9.146559219807;344.0000;11.9300;244.2000;1.50000000;100.00000000;20.00000000;10.00000000;
474105771663542;1604477960000;48.884009644389;9.146412201226;344.0000;11.4900;250.8000;1.50000000;100.00000000;20.00000000;10.00000000;
474106772265926;1604477961000;48.883988060988;9.146256716922;344.0000;11.5800;260.4000;1.50000000;100.00000000;20.00000000;10.00000000;
474107786734310;1604477962000;48.883985253051;9.146096874028;344.0000;11.2100;273.7000;1.50000000;100.00000000;20.00000000;10.00000000;
474108781949194;1604477963000;48.884003944695;9.145958404988;344.0000;10.8200;290.0000;1.50000000;100.00000000;20.00000000;10.00000000;
474109792715655;1604477964000;48.884048745967;9.145834688097;344.0000;10.8200;304.0000;1.50000000;100.00000000;20.00000000;10.00000000;
474110791873424;1604477965000;48.884120662697;9.145728992298;344.0000;11.5100;320.1000;1.50000000;100.00000000;20.00000000;10.00000000;
474111786231423;1604477966000;48.884212528355;9.145664284006;344.0000;12.0700;335.9000;1.50000000;100.00000000;20.00000000;10.00000000;
474112813086730;1604477967000;48.884318517521;9.145616339520;344.0000;12.6300;348.1000;1.50000000;100.00000000;20.00000000;10.00000000;
474113791120806;1604477968000;48.884425135329;9.145590607077;344.0000;12.4000;357.7000;1.50000000;100.00000000;20.00000000;10.00000000;
474114783980228;1604477969000;48.884535860270;9.145592032000;344.0000;13.1100;6.1000;1.50000000;100.00000000;20.00000000;10.00000000;
474115782342381;1604477970000;48.884649686515;9.145618854091;343.0000;14.1100;16.0000;1.50000000;100.00000000;20.00000000;10.00000000;
474116760767227;1604477971000;48.884767410345;9.145676773041;344.0000;14.1000;20.2000;1.50000000;100.00000000;20.00000000;10.00000000;
474117783634034;1604477972000;48.884889911860;9.145743576810;344.0000;15.2600;19.8000;1.50000000;100.00000000;20.00000000;10.00000000;
474118780495187;1604477973000;48.885023226030;9.145815158263;344.0000;16.8500;19.0000;1.50000000;100.00000000;20.00000000;10.00000000;
474119795728648;1604477974000;48.885173765011;9.145890427753;344.0000;18.2100;19.0000;1.50000000;100.00000000;20.00000000;10.00000000;
474120769686455;1604477975000;48.885339517146;9.145969888195;344.0000;19.4700;17.3000;1.50000000;100.00000000;20.00000000;10.00000000;
474121769333685;1604477976000;48.885511052795;9.146051025018;344.0000;20.3600;16.9000;1.50000000;100.00000000;20.00000000;10.00000000;
474122790576107;1604477977000;48.885695664212;9.146131658927;344.0000;21.9900;17.0000;1.00000000;100.00000000;20.00000000;10.00000000;
474123792061337;1604477978000;48.885889956728;9.146220004186;345.0000;22.5400;17.8000;1.00000000;100.00000000;20.00000000;10.00000000;
474124770710106;1604477979000;48.886085716076;9.146316563711;346.0000;22.4000;18.3000;1.00000000;100.00000000;20.00000000;10.00000000;
474125783575067;1604477980000;48.886280762963;9.146413626149;346.0000;22.8000;18.4000;1.00000000;100.00000000;20.00000000;10.00000000;
474126802539604;1604477981000;48.886478911154;9.146513286978;347.0000;23.2700;18.7000;1.00000000;100.00000000;20.00000000;10.00000000;
474127783480027;1604477982000;48.886676095426;9.146618060768;348.0000;23.2400;19.0000;1.00000000;100.00000000;20.00000000;10.00000000;
474128789993180;1604477983000;48.886874159798;9.146718224511;348.0000;23.4700;18.8000;1.00000000;100.00000000;20.00000000;10.00000000;
474129795445487;1604477984000;48.887077756226;9.146819394082;349.0000;23.5700;18.7000;1.00000000;100.00000000;20.00000000;10.00000000;
474130791293909;1604477985000;48.887278754264;9.146924586967;350.0000;23.3200;19.2000;1.00000000;100.00000000;20.00000000;10.00000000;
474131789441524;1604477986000;48.887479039840;9.147031540051;351.0000;23.8800;19.3000;1.00000000;100.00000000;20.00000000;10.00000000;
474132771079908;1604477987000;48.887681672350;9.147139247507;352.0000;24.0900;19.1000;1.00000000;100.00000000;20.00000000;10.00000000;
474133775576753;1604477988000;48.887886023149;9.147241758183;353.0000;23.6300;18.9000;1.00000000;100.00000000;20.00000000;10.00000000;
474134787112522;1604477989000;48.888084799983;9.147344520316;354.0000;23.3300;19.0000;1.00000000;100.00000000;20.00000000;10.00000000;
474135791218406;1604477990000;48.888280978426;9.147450216115;355.0000;23.4000;19.3000;1.00000000;100.00000000;20.00000000;10.00000000;
474136778257866;1604477991000;48.888482814655;9.147556498647;355.0000;23.9700;19.3000;1.00000000;100.00000000;20.00000000;10.00000000;
474137768614327;1604477992000;48.888687668368;9.147662445903;356.0000;24.4800;19.1000;1.00000000;100.00000000;20.00000000;10.00000000;
474138783863634;1604477993000;48.888900862075;9.147773673758;357.0000;24.9800;19.0000;1.00000000;100.00000000;20.00000000;10.00000000;
474139789112903;1604477994000;48.889117073268;9.147889008746;358.0000;25.7300;18.9000;1.00000000;100.00000000;20.00000000;10.00000000;
474140782465056;1604477995000;48.889336050488;9.148007696494;358.0000;26.3400;18.8000;1.00000000;100.00000000;20.00000000;10.00000000;
474141790882440;1604477996000;48.889564834535;9.148125965148;359.0000;27.0000;18.9000;1.00000000;100.00000000;20.00000000;10.00000000;
474142797366824;1604477997000;48.889792445116;9.148248173296;360.0000;27.0200;19.2000;1.00000000;100.00000000;20.00000000;10.00000000;
474143789376208;1604477998000;48.890020349063;9.148365939036;360.0000;26.9100;19.1000;1.00000000;100.00000000;20.00000000;10.00000000;
474144778307861;1604477999000;48.890254036523;9.148484040052;361.0000;27.3300;19.0000;1.00000000;100.00000000;20.00000000;10.00000000;
474145785430322;1604478000000;48.890487304889;9.148606080562;361.0000;26.7600;19.0000;1.00000000;100.00000000;20.00000000;10.00000000;
474146782688205;1604478001000;48.890716172755;9.148719403893;361.0000;27.1400;17.6000;1.00000000;100.00000000;20.00000000;10.00000000;
474147768296166;1604478002000;48.890951494686;9.148832643405;360.0000;27.5600;17.4000;1.00000000;100.00000000;20.00000000;10.00000000;
474148786904973;1604478003000;48.891187948175;9.148944290355;360.0000;27.7900;17.2000;1.00000000;100.00000000;20.00000000;10.00000000;
474149785498857;1604478004000;48.891425952315;9.149061720818;360.0000;27.9400;17.9000;1.00000000;100.00000000;20.00000000;10.00000000;
474150791068972;1604478005000;48.891663495451;9.149185521528;360.0000;27.9400;19.0000;1.00000000;100.00000000;20.00000000;10.00000000;
474151778960933;1604478006000;48.891902253963;9.149312255904;360.0000;27.7000;19.3000;1.00000000;100.00000000;20.00000000;10.00000000;
474152781449432;1604478007000;48.892136234790;9.149440163746;360.0000;27.4100;19.2000;1.00000000;100.00000000;20.00000000;10.00000000;
474153750348431;1604478008000;48.892367910594;9.149563042447;360.0000;27.3000;18.8000;1.00000000;100.00000000;20.00000000;10.00000000;
474154778199854;1604478009000;48.892602142878;9.149681897834;359.0000;27.1200;18.9000;1.00000000;100.00000000;20.00000000;10.00000000;
474155767317584;1604478010000;48.892834614962;9.149803435430;358.0000;27.0600;19.2000;1.00000000;100.00000000;20.00000000;10.00000000;
474156776617583;1604478011000;48.893064279109;9.149924134836;358.0000;26.9100;19.3000;1.00000000;100.00000000;20.00000000;10.00000000;
474157776038390;1604478012000;48.893291344866;9.150045756251;357.0000;26.7500;19.0000;1.00000000;100.00000000;20.00000000;10.00000000;
474158787849735;1604478013000;48.893521092832;9.150162013248;356.0000;26.6600;18.8000;1.00000000;100.00000000;20.00000000;10.00000000;
474159783087158;1604478014000;48.893751469441;9.150275588036;356.0000;27.2100;18.9000;1.00000000;100.00000000;20.00000000;10.00000000;
474160795155734;1604478015000;48.893984151073;9.150397377089;354.0000;27.5600;19.1000;1.50000000;100.00000000;20.00000000;10.00000000;
474161785653887;1604478016000;48.894227268174;9.150525033474;353.0000;28.8600;19.0000;1.00000000;100.00000000;20.00000000;10.00000000;
474162804469040;1604478017000;48.894474995323;9.150652689859;352.0000;29.3500;19.1000;1.50000000;100.00000000;20.00000000;10.00000000;
474163785460270;1604478018000;48.894726200961;9.150784201920;350.0000;29.6900;19.1000;1.00000000;100.00000000;20.00000000;10.00000000;
474164796034462;1604478019000;48.894977783784;9.150916384533;349.0000;30.0500;19.6000;1.00000000;100.00000000;20.00000000;10.00000000;
474165787880000;1604478020000;48.895236407407;9.151053763926;348.0000;30.5700;19.0000;1.50000000;100.00000000;20.00000000;10.00000000;
474166774760653;1604478021000;48.895504251122;9.151194496080;348.0000;31.9700;19.2000;1.00000000;100.00000000;20.00000000;10.00000000;
474167776509960;1604478022000;48.895782488398;9.151337072253;348.0000;32.5400;18.9000;1.50000000;100.00000000;20.00000000;10.00000000;
474168766433497;1604478023000;48.896061773412;9.151483504102;348.0000;32.6800;19.2000;1.50000000;100.00000000;20.00000000;10.00000000;
474169779371651;1604478024000;48.896338921040;9.151633037254;348.0000;32.8700;19.4000;1.00000000;100.00000000;20.00000000;10.00000000;
474170790043765;1604478025000;48.896617116407;9.151782570407;348.0000;32.8900;19.3000;1.00000000;100.00000000;20.00000000;10.00000000;
474171779321418;1604478026000;48.896897826344;9.151927996427;347.0000;32.7000;19.2000;1.00000000;100.00000000;20.00000000;10.00000000;
474172788526033;1604478027000;48.897173465230;9.152077361941;347.0000;32.6400;19.2000;1.00000000;100.00000000;20.00000000;10.00000000;
474173779351455;1604478028000;48.897446128540;9.152223458514;347.0000;32.3400;19.1000;1.50000000;100.00000000;20.00000000;10.00000000;
474174781504647;1604478029000;48.897718833759;9.152364693582;347.0000;32.1900;19.0000;1.00000000;100.00000000;20.00000000;10.00000000;
474175781125415;1604478030000;48.897994388826;9.152508862317;347.0000;32.2800;19.1000;1.00000000;100.00000000;20.00000000;10.00000000;
474176781618915;1604478031000;48.898269440979;9.152651270851;346.0000;32.4800;19.1000;1.00000000;100.00000000;20.00000000;10.00000000;
474177771391299;1604478032000;48.898546001874;9.152797032148;346.0000;32.4200;18.8000;1.00000000;100.00000000;20.00000000;10.00000000;
474178778240913;1604478033000;48.898822604679;9.152943044901;346.0000;32.3300;18.7000;1.00000000;100.00000000;20.00000000;10.00000000;
474179786170297;1604478034000;48.899099626578;9.153090398759;345.0000;32.5000;19.1000;1.50000000;100.00000000;20.00000000;10.00000000;
474180785188758;1604478035000;48.899374846369;9.153235740960;345.0000;32.2100;19.0000;1.50000000;100.00000000;20.00000000;10.00000000;
474181761956488;1604478036000;48.899649730884;9.153377478942;344.0000;32.0500;18.9000;1.50000000;100.00000000;20.00000000;10.00000000;
474182786131795;1604478037000;48.899922729470;9.153517205268;343.0000;32.0500;18.9000;1.50000000;100.00000000;20.00000000;10.00000000;
474183785741448;1604478038000;48.900197655894;9.153648884967;342.0000;32.0800;18.0000;1.00000000;100.00000000;20.00000000;10.00000000;
474184780752640;1604478039000;48.900470947847;9.153773523867;341.0000;32.1900;16.7000;1.50000000;100.00000000;20.00000000;10.00000000;
474185779019562;1604478040000;48.900755262002;9.153888942674;340.0000;32.1900;15.2000;1.50000000;100.00000000;20.00000000;10.00000000;
474186797440331;1604478041000;48.901038402691;9.153998158872;339.0000;32.2000;14.4000;1.00000000;100.00000000;20.00000000;10.00000000;
474187781010022;1604478042000;48.901323974133;9.154102597386;337.0000;32.1400;13.0000;1.50000000;100.00000000;20.00000000;10.00000000;
474188803073291;1604478043000;48.901611599140;9.154200749472;336.0000;32.1700;11.5000;1.50000000;100.00000000;20.00000000;10.00000000;
474189771004713;1604478044000;48.901898008771;9.154289094731;334.0000;32.3600;10.7000;1.00000000;100.00000000;20.00000000;10.00000000;
474190792109174;1604478045000;48.902185424231;9.154368806630;332.0000;32.3400;9.2000;1.00000000;100.00000000;20.00000000;10.00000000;
474191795479019;1604478046000;48.902470450848;9.154429994524;330.0000;32.1100;8.7000;1.50000000;100.00000000;20.00000000;10.00000000;
474192784758942;1604478047000;48.902753926814;9.154494786635;329.0000;32.0000;8.8000;1.50000000;100.00000000;20.00000000;10.00000000;
474193773704326;1604478048000;48.903045030311;9.154538540170;327.0000;32.2600;5.6000;1.50000000;100.00000000;20.00000000;10.00000000;
474194797587863;1604478049000;48.903334708884;9.154576342553;326.0000;32.2100;3.6000;1.50000000;100.00000000;20.00000000;10.00000000;
474195793354132;1604478050000;48.903625938110;9.154603919014;324.0000;32.4500;2.9000;1.50000000;100.00000000;20.00000000;10.00000000;
474196787536054;1604478051000;48.903918885626;9.154619425535;323.0000;32.7900;1.7000;1.00000000;100.00000000;20.00000000;10.00000000;
474197777441938;1604478052000;48.904217029922;9.154631746933;321.0000;33.1400;0.6000;1.00000000;100.00000000;20.00000000;10.00000000;
474198770575361;1604478053000;48.904513833113;9.154628645629;320.0000;33.5200;0.0000;1.00000000;100.00000000;20.00000000;10.00000000;
474199780336821;1604478054000;48.904814994894;9.154627555981;319.0000;33.5900;359.2000;1.50000000;100.00000000;20.00000000;10.00000000;
474200777242590;1604478055000;48.905111881904;9.154617581517;317.0000;33.7100;359.4000;1.00000000;100.00000000;20.00000000;10.00000000;
474201781806435;1604478056000;48.905414007604;9.154616575688;316.0000;33.8500;0.1000;1.00000000;100.00000000;20.00000000;10.00000000;
474202784623627;1604478057000;48.905716300942;9.154610875994;315.0000;34.0200;359.8000;1.00000000;100.00000000;20.00000000;10.00000000;
474203798720472;1604478058000;48.906021025032;9.154611462727;314.0000;34.2500;359.6000;1.50000000;100.00000000;20.00000000;10.00000000;
474204779335779;1604478059000;48.906330023892;9.154606349766;313.0000;34.3900;359.5000;1.00000000;100.00000000;20.00000000;10.00000000;
