Sensor: LSM6DSL Accelerometer
Vendor: STM
TimestampAcc [ns]; AccX [m/s^2]; AccY [m/s^2]; AccZ [m/s^2]
474280047676033;-0.6991;9.5660;0.0754;
474280067669033;1.5263;9.7157;0.0970;
474280087682802;-0.5219;9.1889;0.6165;
474280107691610;-0.3831;9.4200;2.0782;
474280127675533;0.1197;9.6690;1.1337;
474280147675764;-0.2274;9.0597;0.4657;
474280167667610;1.2773;8.0397;2.1811;
474280187667725;-0.5243;9.5553;-2.2470;
474280207680841;-0.4058;9.7420;-0.1425;
474280227715879;-0.0467;6.9097;3.7062;
474280247670802;-0.9337;9.0573;0.9026;
474280267665418;1.1181;11.0828;-1.7011;
474280288237495;0.1796;9.0549;2.2410;
474280307769187;-1.7789;7.9332;3.1208;
474280327674995;0.3196;9.4942;1.2402;
474280347679879;1.6233;11.7053;-0.4932;
474280367668033;-0.0383;9.8533;2.1225;
474280387675225;-0.5303;7.8183;4.1192;
474280407681148;-0.1844;11.2767;-0.5291;
474280427685533;1.4078;10.6542;0.9278;
474280447650648;0.4178;8.7843;4.4939;
474280467694918;-1.8986;11.3665;0.8523;
474280487768687;0.9469;12.1625;-1.5909;
474280507679225;0.3531;9.8964;1.3132;
474280527746610;-0.6345;8.6479;3.3136;
474280547745687;0.7673;10.9702;1.5622;
474280567678225;0.3077;12.0380;-1.7753;
474280587675841;-0.2909;8.7113;2.5247;
474280607675379;-0.1077;7.4603;4.0953;
474280627673456;-0.1053;11.5077;-1.4617;
474280647683494;0.9206;11.5293;-0.5507;
474280667684340;-1.3096;7.4950;2.2805;
474280687680379;-1.1444;9.8605;0.7434;
474280707694148;1.3671;10.6853;0.3376;
474280727675033;0.2143;9.6331;0.2274;
474280747679994;-0.6273;8.6969;2.9796;
474280767650725;-0.8392;9.5648;1.1349;
474280789519110;-0.2095;11.0684;-0.2526;
474280812254379;0.9313;8.1642;3.3543;
474280847670802;-1.1504;10.3250;-0.1197;
474280867648533;1.0965;9.0046;0.3867;
474280887641840;0.9888;8.2157;1.5850;
474280907689302;0.1329;9.2488;0.8045;
474280927647456;0.4178;9.0058;-0.1676;
474280947640263;0.3017;8.5964;1.2689;
474280967678071;0.9505;8.0050;2.6169;
474280987669994;0.1006;9.7683;-0.1712;
474281007682186;-0.7266;10.8050;1.4832;
474281027757225;1.1301;8.3103;4.7202;
474281047679686;0.4525;8.8490;0.5758;
474281067674532;-0.7374;10.6422;-0.7530;
474281087670994;0.8068;10.1119;3.2046;
474281107693109;-0.0192;10.9894;2.3858;
474281127680879;-0.0096;10.5908;0.2454;
474281147678340;0.9828;9.6331;3.1855;
474281167677802;-0.2143;10.2711;3.0275;
474281187685840;-0.0144;11.3162;0.0850;
474281207683879;0.6093;11.1893;-0.4824;
474281227674955;0.5698;8.0888;3.3722;
474281247684109;-0.9816;9.1494;3.6763;
474281267682417;-0.7410;12.3349;1.3192;
474281287682955;1.2845;11.1354;1.4353;
474281307694340;0.3783;9.7827;2.7102;
474281327675840;-2.3308;9.5481;1.3168;
474281347668032;2.0147;9.6163;1.5897;
474281367676571;0.7374;9.4511;1.5335;
474281387680532;-0.7925;10.3944;2.1452;
474281407674225;0.0060;10.5082;0.3699;
474281427681186;-1.1492;9.1686;2.8012;
474281447666263;0.6357;8.2827;4.1767;
474281467676648;0.7242;10.8086;0.9026;
474281487678571;-0.2933;12.5073;-0.5926;
474281507680148;-1.1253;8.0278;3.8367;
474281527744686;0.0215;7.4220;1.7202;
474281547760494;1.0570;11.0265;-1.5802;
474281567683148;0.6596;10.1766;0.9421;
474281587655147;-1.6029;8.2588;1.7885;
474281607722724;-0.1089;8.2732;1.0415;
474281627708224;1.0630;9.3134;0.9026;
474281647662186;-0.5782;10.1167;-0.5710;
474281667663224;-0.1448;8.4587;4.5203;
474281687648071;-0.7446;9.9264;-0.4154;
474281707686301;0.0958;10.2963;-0.5028;
474281727670109;1.1025;9.1973;3.6990;
474281748553147;-1.2677;9.8509;1.6149;
474281772065494;-0.1915;9.9671;0.3388;
474281807652955;0.0455;10.1299;2.0123;
474281827637263;-0.3029;9.8677;1.5993;
474281847650647;-0.4094;9.3937;1.6759;
474281867654224;0.1030;9.9168;2.0937;
474281887663378;0.8930;9.0297;1.4796;
474281907747340;-0.7745;10.6015;-0.0622;
474281927666186;0.5806;9.3206;1.9094;
474281947675186;1.5215;9.0489;3.5721;
474281967678263;-1.1001;10.9164;-0.3926;
474281987754493;0.7183;9.2835;2.3152;
474282007682416;0.9230;8.9423;3.0969;
474282027757339;-0.1209;10.9391;1.2522;
474282047677378;0.1640;10.3741;0.8835;
474282067755224;0.1796;8.7604;2.6815;
474282087689147;-0.3340;9.2380;2.4529;
474282107676186;0.9828;9.7995;1.8459;
474282127698032;0.0886;10.6315;-1.1013;
474282147755993;0.0263;9.6031;-0.0395;
474282167677724;-0.0467;9.3087;2.0171;
474282187749724;-0.2107;11.0887;0.4010;
474282207684378;0.7338;9.3362;1.1995;
474282227688416;-0.4345;9.4679;-0.2119;
474282247685224;0.2921;9.9180;-0.7063;
474282267754570;0.6464;9.2835;0.6297;
474282287686185;-0.6381;9.4200;0.3962;
474282307696339;0.5758;9.4798;2.0243;
474282327699570;0.9697;10.4363;2.1368;
474282347679801;-0.4705;10.5165;0.9421;
474282367679416;0.0311;9.3673;1.9106;
474282387680147;1.0989;9.6965;2.9401;
474282407676493;0.0587;10.4076;-0.3543;
474282427684608;-0.6788;8.4252;2.9616;
474282447677801;-0.3591;9.6786;0.4597;
474282467685955;2.1943;10.6722;-1.8244;
474282487685262;-0.0227;8.8083;1.7669;
474282507689416;-1.7597;7.9416;3.9492;
474282527699185;1.1313;8.7460;1.4449;
474282547667955;2.0638;10.3645;-0.0299;
474282567672378;0.1664;9.8378;1.6987;
474282587663493;-0.3735;8.1092;3.6571;
474282607674685;-0.1413;10.0987;0.3639;
474282627684993;0.1736;11.1043;-0.5387;
474282647685839;1.6987;9.2129;3.1663;
474282667692685;-0.5040;11.2539;1.6185;
474282687675877;-0.8954;11.4012;0.9313;
474282707683916;0.4118;9.5421;3.4848;
474282727694224;1.2342;10.3956;3.7074;
474282747666493;1.0894;11.9076;-0.0503;
474282767691839;-0.7446;10.9475;-0.7925;
474282787642416;-0.6752;9.3374;1.9788;
474282807652608;1.4305;9.6941;2.5235;
474282827654377;0.2298;11.1618;-2.4098;
474282847647993;-0.5171;9.9180;-0.9661;
474282867649608;0.9649;8.0768;3.9217;
474282887686570;0.0407;10.2855;-0.4980;
474282907648762;0.1772;8.8454;0.8799;
474282927645377;0.4310;7.1946;2.6169;
474282947682916;0.4561;10.0329;-1.1133;
474282967757916;0.5818;10.4148;-0.5112;
474282987676954;-1.0666;7.7919;0.7075;
474283007752531;-0.5052;7.4268;1.3288;
474283027687070;1.6903;10.3537;-0.0168;
474283047683223;-0.0359;11.4108;-2.1261;
474283067649954;-1.4820;7.9320;0.8954;
474283087716223;-0.3100;8.1343;2.7414;
474283108041916;0.4465;11.7543;0.2155;
474283127638454;0.5231;11.2180;-0.8428;
474283147645223;-0.0168;9.2404;1.6316;
474283167707877;-0.7638;9.8402;1.5550;
474283187643339;1.1851;12.3050;-1.4365;
474283207648416;0.2981;11.5353;-0.5914;
474283227637108;-0.1544;7.7333;2.4265;
474283247637185;0.0850;8.7987;3.0466;
474283267661223;-0.0108;13.0472;-0.9062;
474283287668492;1.0403;11.5221;0.0814;
474283307662416;-0.1185;7.5920;2.9760;
474283327693954;-0.7362;8.3989;1.2917;
474283347730839;0.8272;10.4459;0.7530;
474283367664108;1.1552;10.8781;-2.9592;
474283387657839;-1.0391;9.1638;1.1468;
474283407730185;0.0814;8.9292;0.6165;
474283427733992;0.2610;11.0205;0.6919;
474283447734569;-0.1413;9.4535;2.2326;
474283467735108;0.6895;8.5389;1.2450;
474283487741377;-0.9206;9.5876;1.1959;
474283507735569;0.3328;9.2201;1.1576;
474283527691108;0.3268;9.0764;0.5423;
474283547730338;-0.0754;9.0788;1.4904;
474283567664454;0.3340;9.6343;2.1596;
474283587737838;-0.9409;10.4543;-1.4449;
474283607733954;0.5171;9.4499;1.0666;
474283627727915;0.5890;8.4862;2.8359;
474283647670146;-1.0942;11.6227;-0.2155;
474283667655531;0.6584;10.5297;2.6659;
474283687649608;0.1209;9.9527;0.4669;
474283707647954;-1.0618;10.2472;-0.6297;
474283727659954;0.4920;9.9527;0.6536;
474283747646877;0.4046;10.8110;0.4836;
474283767641531;-0.3974;10.5153;1.3072;
474283787635954;-0.2969;9.3817;1.4772;
474283807640377;0.1389;8.9028;1.1229;
474283827635107;0.9625;8.7149;2.4983;
474283847646184;0.2035;9.6175;-0.7925;
474283867644415;-1.0965;9.2512;-0.4417;
474283887647607;0.7135;7.3729;2.2254;
474283907646146;0.4573;8.7604;0.1281;
474283927653684;-1.1325;9.1063;0.1472;
474283947644954;0.7458;8.2600;2.3355;
474283967641953;0.1844;8.5760;1.2151;
474283987648761;0.6261;8.5126;1.3324;
474284007665723;-0.6788;8.7664;0.3998;
474284027744646;-0.6428;9.4535;1.2103;
474284047681338;0.8894;10.2101;1.6233;
474284067674646;-0.0287;10.3310;-0.0826;
474284087679684;-1.3623;8.6898;1.0008;
474284107669876;-0.0874;8.6993;2.7916;
474284127667800;0.9026;11.5233;-0.2286;
474284148941453;-0.7937;10.2328;2.5726;
474284167674030;0.0263;9.7492;2.9173;
474284187741338;-0.4226;11.1821;0.5411;
474284207659607;0.2574;10.8709;0.8823;
474284227655107;0.8272;9.8797;1.7693;
474284247653069;0.2215;10.2735;0.7578;
474284267720569;0.0814;10.8589;1.8639;
474284287711415;-0.6273;10.7069;0.4429;
474284307734069;-0.1437;9.2105;1.7430;
474284327736761;1.7262;9.5852;1.9441;
474284347735261;-0.5267;11.0516;-1.1241;
474284367726992;-0.4741;10.2460;1.4916;
474284387725607;0.5339;9.1590;2.3308;
474284407677799;-0.2251;9.8988;0.5315;
474284427674838;0.4058;10.0963;1.0415;
474284447676107;-0.5830;10.4064;1.9190;
474284467751530;0.6644;9.5385;1.1313;
474284487670338;0.1077;8.9399;1.2366;
474284507674953;-1.3156;10.0209;1.3767;
474284527679568;0.0646;9.8390;1.7250;
474284547713915;1.2163;10.8733;0.0215;
474284567670184;-0.9373;10.1442;0.6261;
474284587675645;-0.6117;7.3981;3.3064;
474284607676068;1.1181;9.3482;0.7889;
474284627692338;0.5351;11.0480;-0.4932;
474284647682376;0.2717;8.8190;1.6460;
474284667676607;-0.5303;8.0445;2.5091;
474284687684799;0.4776;8.5904;3.1352;
474284707682991;0.5938;10.3046;-1.1349;
474284727686299;-0.2286;8.8921;0.2406;
474284747848222;0.0826;7.3502;3.7014;
474284768153299;-0.1257;9.6474;0.1281;
474284787658491;-0.0670;10.2735;-0.7087;
474284807660376;0.7482;8.4013;2.2913;
474284827663914;0.2634;9.3721;2.1225;
474284847651337;-0.9194;10.9834;0.6776;
474284867651184;0.2538;10.5321;0.7638;
474284887653107;0.5902;9.4284;1.3563;
474284907645684;-0.0371;9.7085;2.4852;
474284927655684;0.1377;12.0440;0.5327;
474284947651876;-0.1245;11.6035;0.3915;
474284967710684;-0.2693;8.7329;3.1328;
474284987679607;0.5471;8.9567;2.3774;
474285007745299;0.3472;10.8912;-0.8152;
474285027674684;0.7685;11.0492;0.0754;
474285047680299;-1.0463;9.4068;1.6843;
474285067667183;-0.0622;8.6598;2.4636;
474285087675683;1.2378;10.0664;1.2594;
474285107684453;0.2227;10.6315;-0.1616;
474285127687299;-0.9541;9.1782;2.4756;
474285147685299;0.6476;9.9395;1.2989;
474285167952068;0.7219;10.7847;-0.0754;
474285187682530;-0.6692;9.7300;1.3060;
474285207674760;-1.3791;8.7364;2.1715;
474285227669530;0.7578;10.2029;3.0562;
474285247676491;1.0307;11.4838;-0.1712;
474285267686106;-1.6927;10.3765;0.6847;
474285287744760;-1.1133;7.6423;4.0043;
474285307740183;0.8212;9.5146;0.8847;
474285327686414;0.0587;11.5341;-1.7873;
474285347691953;-1.2989;9.5337;1.8160;
474285367671376;-0.6812;8.5329;2.4529;
474285387677760;0.3807;9.5684;1.1887;
474285407661183;-0.0239;9.8773;0.5854;
474285427676952;-0.8667;9.7755;0.6620;
474285447689299;-0.3244;9.2584;1.4018;
474285467686683;0.7326;9.4619;1.4629;
474285487676491;-0.8763;9.0716;0.4597;
474285507664375;-0.3220;9.0848;2.2218;
474285527683222;0.0395;10.4806;0.1616;
474285547679914;-1.1600;9.9395;-0.3531;
474285567704952;-1.1444;8.2780;0.9014;
474285587676722;0.4681;9.2524;0.6345;
474285607659414;-0.4776;10.3453;-0.7326;
474285627673606;-1.9046;9.8641;0.0323;
474285647675606;0.1939;9.2979;2.2242;
474285667677529;0.8464;9.8521;2.2649;
474285687676221;-1.9980;11.2719;-1.4066;
474285707670068;-2.1021;9.3254;-1.1325;
474285727671452;1.8830;7.8410;2.3810;
474285747659837;0.4166;10.0975;-0.1281;
474285767755106;-2.1368;10.3046;-1.7238;
474285787644221;-0.7302;8.0637;0.4597;
474285807676260;1.3635;7.7692;2.5558;
474285827657491;-0.1556;10.0221;0.2167;
474285847649106;-1.8076;11.0061;-2.5845;
474285867657260;-1.0391;8.8609;1.7202;
474285887657298;1.2198;8.0086;0.7219;
474285907659721;-0.8619;10.6710;-1.9058;
474285927666260;-1.2857;9.5337;1.4880;
474285947670298;-0.2945;8.0721;1.3120;
474285967694491;0.2490;10.0281;-0.2562;
474285987666760;-0.7709;9.1590;1.7466;
474286007657606;-0.3053;8.7400;1.2965;
474286027733683;-0.4166;9.9515;0.5638;
474286047732683;-0.5315;9.8701;1.1277;
474286067667490;-0.3687;9.9012;2.8874;
474286087663490;-1.2617;10.8996;0.6560;
474286107662029;-0.1867;9.0633;2.1069;
474286127664913;-0.0239;9.2871;2.9090;
474286147667490;0.0359;11.3174;1.2677;
474286167681644;-0.6321;11.4539;0.2203;
474286187678375;-0.8547;8.9148;4.2689;
474286207733529;-0.1700;8.1606;4.7274;
474286227661836;1.0930;11.7148;-0.7757;
474286247670336;-1.2031;11.6322;0.6440;
474286267735298;-0.4968;8.0302;4.6112;
474286287653567;-0.0323;8.7412;1.7514;
474286307736644;0.1041;11.2504;-0.2753;
474286327666798;-0.2861;10.3406;1.0139;
474286347729644;-0.8487;8.7484;2.7414;
474286367690952;-0.4214;9.7875;2.6588;
474286387647990;-0.5255;10.8972;-1.2426;
474286407655990;-1.0247;8.8813;2.2266;
474286427727913;0.0180;8.2887;2.3679;
474286447683452;0.3974;10.9032;-0.5926;
474286467677259;-1.6281;10.8972;-0.5028;
474286487663913;-0.3783;8.0098;2.9018;
474286507662452;0.4741;8.5401;1.1935;
474286527666259;0.2155;9.8342;0.6823;
474286547668567;-0.5734;10.1311;0.6345;
474286567662836;-0.3196;8.9986;0.8918;
474286587657990;0.5339;8.2301;2.8886;
474286607659875;0.2167;9.4128;1.8483;
474286627659990;-0.7638;9.7528;0.7386;
474286647740682;1.0475;8.8849;2.1488;
474286667678913;-0.2418;9.1327;1.2917;
474286687681375;-1.0499;10.0126;1.1468;
474286707668028;0.5746;10.5740;1.2677;
474286727679259;-0.6560;9.9623;2.1775;
474286747692375;-0.7841;9.8366;2.8599;
474286767658605;0.3807;11.2432;1.4904;
474286787716798;-0.7733;10.9559;0.3005;
474286807643951;-1.2186;9.2859;1.6951;
474286827661490;0.4010;10.0078;1.2055;
474286847637836;-0.1664;11.3006;1.2163;
474286867638067;0.0658;10.3741;0.1161;
474286887658028;-0.9637;8.9435;1.8375;
474286907662644;-0.0192;9.4475;1.3659;
474286927659759;1.0499;10.9427;0.5207;
474286947670721;-0.2430;9.8438;1.1720;
474286967663413;-1.2821;8.4408;1.3779;
474286987662836;-0.3771;9.4990;0.4621;
474287007658413;0.2502;9.7025;0.1736;
474287027655913;1.2043;9.1674;0.1185;
474287047737759;-1.6520;9.3446;0.2143;
474287067684451;-1.1612;9.9659;-0.5279;
474287087754028;1.5419;9.1889;0.6416;
474287107684644;0.4082;8.8071;2.0327;
474287127757028;-0.7123;10.9487;-0.6895;
474287147683028;0.5830;9.2105;0.4202;
474287167754259;0.0670;8.8621;1.9022;
474287187681336;-0.1353;10.6722;0.0694;
474287207660374;-0.9385;11.3306;-0.8140;
474287227661374;-0.5842;8.6658;2.6911;
474287247669413;1.4832;8.8945;1.8675;
474287267671067;0.2502;11.2779;-1.5610;
474287287676913;-2.4361;10.5321;-0.6943;
474287307673451;-0.1700;9.1889;4.2593;
474287327680143;0.5734;9.3482;2.4924;
474287347679297;0.7841;10.6279;-1.0199;
474287367683028;-1.0906;10.2963;1.2402;
474287387679643;-0.6644;8.3965;1.0307;
474287407676220;2.2517;9.9659;-0.3615;
474287427743797;-0.6033;9.8246;0.2849;
474287447680489;-1.7585;8.7005;1.4988;
474287467759836;0.0563;9.8497;0.6788;
474287487681451;0.8811;10.2520;0.7769;
474287507748066;-0.3950;8.8777;1.9908;
474287527688566;-1.2869;9.8689;1.7621;
474287547756797;-0.2310;11.1103;1.0523;
474287567687297;0.7422;9.8438;0.4776;
474287587752874;-0.7673;9.1662;2.4409;
474287607691720;-1.1995;10.8673;0.3280;
474287627653720;1.0044;10.6027;-0.1460;
474287647663643;-1.7957;8.9160;3.0526;
474287667670643;-1.2665;9.9647;1.7047;
474287687655643;0.7111;11.5125;-1.0690;
474287707682912;-0.5938;10.2711;1.1552;
474287727677489;-1.1875;7.5322;3.5195;
474287747672758;-0.1185;9.2452;2.0638;
474287767673451;-0.2454;11.4575;-0.5435;
474287787653720;0.5806;9.4367;1.7837;
474287807667951;-0.6309;7.4148;2.6097;
474287827901105;-0.9385;10.3238;1.9010;
474287847656181;1.0127;11.8477;0.0204;
474287867636566;-1.0199;9.6845;0.9996;
474287887649028;-0.5782;9.0106;2.7222;
474287907649066;-0.5363;11.8561;-2.1213;
474287927723258;-0.6440;11.4383;0.1844;
474287947639912;0.7506;8.9735;3.7122;
474287967720297;-1.8352;9.8282;1.8902;
474287987710220;-0.9014;11.9483;-0.7027;
474288007641720;1.5622;10.9271;1.3886;
474288027645989;-0.6201;8.3270;2.5319;
474288047643566;-1.0211;9.9683;1.9848;
474288067637720;-0.3460;12.3529;-0.3819;
474288087641143;-0.3412;9.8833;0.7709;
474288107641027;-0.0778;7.4340;2.5714;
474288127636681;-1.1360;10.8050;2.6803;
474288147643297;-1.7992;11.0780;1.1360;
474288167697104;1.5347;8.7221;-0.8631;
474288187667335;1.4904;6.1806;3.7984;
474288207677604;-0.8906;7.4843;4.0917;
474288227720950;-2.0602;11.3988;-2.8096;
474288247660104;0.7230;11.6023;-3.2609;
474288267660681;1.7526;4.7645;6.3734;
474288287679566;-1.5909;5.9903;5.1487;
474288307656873;-2.6061;12.2332;-3.7876;
474288327654681;1.9381;11.3186;-1.7526;
474288347772604;1.0463;6.6918;5.3463;
474288367727989;-2.8311;8.6191;-0.7099;
474288387678296;0.6835;12.6713;-1.6975;
474288407693296;1.7945;9.8497;3.1101;
474288427664604;-0.3508;8.2540;5.0601;
474288447662604;-2.2170;11.6418;-1.1049;
474288467680950;-0.5160;12.6821;-0.6105;
474288487660296;1.8088;9.5433;2.4289;
474288507651181;-0.0144;8.7664;1.5538;
474288527759873;-2.6851;11.4251;-0.9158;
474288547657027;0.7673;12.0752;0.1664;
474288567661450;-0.2538;10.3034;1.7873;
474288587750373;-1.6903;9.1638;2.3966;
474288607662642;-0.0862;10.5441;1.3036;
474288627655796;-0.2646;10.5572;0.2203;
474288647675950;-0.4058;8.5054;2.4696;
474288667663181;-0.5567;9.3625;0.9313;
474288687652642;-0.5614;10.6315;-0.0850;
474288707757335;0.5722;9.6582;1.2067;
474288727662681;-0.8164;8.7855;1.8878;
474288747740450;-0.8188;9.2739;0.2981;
474288768191489;0.5962;10.3561;0.8296;
474288787670565;-1.0104;9.7887;1.0139;
474288807652296;-0.0263;8.2241;1.8220;
474288827654065;-0.2514;9.0812;0.7219;
474288847654065;-0.9601;11.2827;-0.1580;
474288867672335;0.2981;8.4587;1.9716;
474288887744950;-0.6033;7.9116;3.4764;
474288907659911;-0.4262;11.2827;-0.3005;
474288927686488;-0.5543;12.3146;-2.5654;
474288947661950;-0.8679;9.7288;3.0754;
474288967659796;0.4669;7.5118;3.8870;
474288987677950;-0.3472;10.3489;-1.2091;
474289007721296;-1.3120;12.2763;-1.6305;
474289027664181;0.6201;9.8366;1.3204;
474289047682604;0.1161;8.8406;1.8411;
474289067655796;-1.6149;10.3717;-1.3060;
474289087730373;0.1041;11.1869;0.5531;
474289107693065;0.1963;10.0999;1.6029;
474289127716834;-0.6620;10.3777;1.0690;
474289147655065;-0.9852;10.4411;-0.5088;
474289167682796;-0.4848;9.5600;0.2562;
474289187655988;1.0930;9.3506;2.0985;
474289207662757;-0.8739;9.7073;0.7997;
474289227654296;-1.7214;10.0904;-0.9792;
474289247685604;0.2705;9.7743;-0.4393;
474289267656719;0.2418;9.2907;1.2558;
474289287663257;-0.4585;9.4918;1.6101;
474289307684604;-0.3807;10.5333;-0.2358;
474289327655873;-2.0458;10.1825;0.4884;
474289347655142;0.8272;8.7568;2.7689;
474289367750565;0.0527;10.6757;-0.7590;
474289387745257;-2.8431;10.3118;-2.9928;
474289407747757;0.4070;6.9240;3.1927;
474289427769603;1.4784;8.3007;2.4972;
474289447668911;0.0048;10.6614;-2.1787;
474289467746911;-1.0798;9.2680;0.6057;
474289487742065;-1.5969;7.1204;4.5071;
474289507676911;1.5981;8.7269;1.1037;
474289527673796;-0.0754;10.4974;-1.8040;
474289547756911;-1.9393;9.0992;0.6261;
474289567746103;0.0622;7.5262;3.2082;
474289587727103;0.5183;9.9252;0.1844;
474289607729026;-0.7123;11.5197;-0.6333;
474289627649757;-0.9086;8.9675;2.4983;
474289647646142;-0.6404;9.6127;3.0466;
474289667638449;0.6644;10.8362;-0.0778;
474289687689872;0.2430;10.6267;0.1425;
474289707694334;-1.2378;10.0317;2.3834;
474289727637296;0.1209;10.1335;1.3144;
474289747658526;-0.0850;10.1586;-0.7183;
474289767666334;-0.3735;9.8450;0.6273;
474289787648911;0.7099;9.9575;3.5171;
474289808425565;-0.6141;11.2779;0.5890;
474289827645988;-1.4066;10.7787;0.0239;
474289847643142;0.9170;9.5876;2.9808;
474289867649795;-1.2989;11.5760;0.0551;
474289887652526;-0.6081;11.5233;-0.5100;
474289907658026;-0.0227;8.8717;2.3343;
474289927662026;-0.8056;9.2512;2.0123;
474289947644603;0.1030;10.7667;0.7111;
474289967638334;-0.9996;11.0026;0.5411;
474289987638603;0.5291;9.4128;0.8859;
474290007661372;0.3460;7.7357;2.3547;
474290027661834;-1.7059;9.6031;1.1696;
474290047748565;0.6081;11.2240;0.0634;
474290067659911;0.6464;10.0473;0.8116;
474290087661834;-1.6867;7.8817;2.9544;
474290107754411;0.8523;10.7811;1.2151;
474290127691718;-1.0786;11.3701;-0.8404;
474290147654372;-0.6859;8.5473;2.2422;
474290167747372;-0.2741;8.0577;3.6990;
474290187658718;-0.4046;11.5089;0.1269;
474290207662641;-0.8104;11.2444;-0.9110;
474290227771757;0.0275;8.2648;2.8407;
474290247651180;-0.6536;8.3917;1.5419;
474290267655911;1.3862;10.6686;-0.7147;
474290287707757;-0.6788;10.5728;0.5997;
474290307685564;-0.5986;9.0154;2.0087;
474290327681872;1.0307;9.1243;1.4485;
474290347658910;-0.2610;10.7212;-0.6057;
474290367671141;0.1903;8.8083;1.6281;
474290387654372;0.2023;9.1411;0.9625;
474290407741064;-0.3843;11.1091;-0.8727;
474290427724487;-0.3687;10.1933;1.0295;
474290447653949;-1.7250;8.5329;2.3535;
474290467953987;0.6500;9.0549;-0.0527;
474290487700410;1.4365;10.4028;1.1420;
474290507667141;-1.8244;11.0875;1.2450;
474290527739256;-2.5630;10.0987;-0.0431;
474290547677833;2.3750;8.6993;3.3794;
474290567684680;0.5447;10.1167;3.6236;
474290587678910;-2.0722;12.0967;-0.6620;
474290607683487;-0.5806;8.5820;2.4624;
474290627677372;2.1284;7.9356;3.8128;
474290647685564;0.1903;11.4563;-1.3575;
474290667675564;-2.9580;11.4527;-2.0399;
474290687760410;1.0068;8.0577;3.7816;
474290707787333;1.1073;7.7895;4.3395;
474290727674526;-1.5634;11.3294;-0.7781;
474290747666256;-0.5866;11.1558;-1.0487;
474290768475410;1.0858;8.0613;2.7665;
474290787696141;-1.6831;8.5269;1.3060;
474290807815256;-0.5112;11.5173;-0.4944;
474290827653179;-0.2658;11.1091;0.3256;
474290847637910;-0.2310;8.6814;2.0255;
474290867651987;-0.9146;10.3250;0.9840;
474290887648295;-0.4202;12.0201;-1.7897;
474290907650487;0.2538;9.7181;1.0343;
474290927647218;-0.1520;8.6431;3.3076;
474290947684295;-1.1875;10.8733;-0.3627;
474290967690641;0.4633;11.1881;-0.9170;
474290987675833;-0.4058;8.9519;2.8335;
474291007676295;0.0347;8.7269;2.7845;
474291028327295;0.4812;10.6326;0.8655;
474291047674833;-1.1708;11.1510;-0.5507;
474291067678910;0.2107;8.8849;1.3994;
474291087777641;1.2617;7.8841;3.5099;
474291107743795;-1.3084;11.0564;-1.5143;
474291127676756;0.6141;9.8055;0.5638;
474291147696718;0.4178;7.9535;3.2729;
474291167745602;-0.9661;8.3929;1.8004;
474291187675564;0.2382;10.2256;0.1520;
474291207825756;-0.3651;10.8960;0.9421;
474291227755371;-0.0311;9.1866;1.8172;
474291247757410;-0.4393;8.1558;2.5498;
474291267726987;-0.8619;9.9264;0.7805;
474291287669871;0.9146;10.3980;0.1520;
474291307745179;-0.3160;9.1482;0.2310;
474291327704256;-1.6843;9.0537;0.7242;
474291347757256;-0.1365;10.5309;0.2227;
474291367666602;-0.3472;10.7416;-0.9218;
474291387690602;-0.2837;8.8083;3.2214;
474291407751140;-1.1097;8.9040;2.6887;
474291427742756;-1.3791;11.6274;-1.6879;
474291447729448;1.6316;10.5548;-1.5155;
474291467722333;-0.0048;7.7237;3.2178;
474291487769294;-1.6831;9.4763;-0.0622;
474291507686525;0.4130;12.0488;-1.0523;
474291527682679;-0.4956;10.4615;-0.3759;
474291547751602;0.6464;7.9092;3.2477;
474291567684256;0.6680;8.9795;1.8471;
474291587682717;-1.0499;11.8752;0.6440;
474291607689371;0.8727;9.8306;0.0227;
474291627682486;0.7961;7.2341;3.5015;
474291647709986;-1.2354;8.9579;-0.2011;
474291667691333;-0.1377;10.6650;-1.2390;
474291687692679;0.2586;9.8102;0.9900;
474291707669948;-0.0862;8.3701;2.3882;
474291727727294;-1.1732;9.5553;1.2869;
474291747662448;-0.9936;10.3310;0.7769;
474291767662371;1.4916;9.7899;2.7988;
474291787666871;0.0946;9.9826;3.1508;
474291807658525;-2.6947;11.6298;-0.2813;
474291827651794;0.1915;10.7548;0.8152;
474291847681717;0.9385;9.8641;3.5889;
474291867647563;-1.6376;10.8948;0.6093;
474291887646679;0.1185;11.1115;0.8823;
474291907643717;-0.3124;10.9379;1.3240;
474291927647448;0.1796;10.1514;1.5095;
474291947673332;-1.2761;10.2699;2.2936;
474291967666371;-0.6345;10.7715;0.9637;
474291987689871;1.5251;9.8294;1.4198;
474292007679025;-0.7434;9.5397;0.9313;
474292027704948;-1.4389;9.7971;0.7111;
474292047677948;0.6117;9.3111;0.4752;
474292067741717;0.2705;9.6738;0.3543;
474292087702486;0.2765;9.0214;0.4357;
474292107683217;-0.6788;8.8059;1.1157;
474292127673832;-0.8595;9.8497;-0.6452;
474292147679486;1.2893;8.9807;0.7051;
474292167663640;-0.4357;8.8442;1.2258;
474292187745255;-0.8691;9.7755;1.7250;
474292207749486;0.4752;9.5948;0.3998;
474292227760486;-1.2258;9.6953;0.5483;
474292247678024;-0.6297;10.0257;2.0614;
474292267699601;0.5183;10.0389;2.1991;
474292287906024;-1.1768;11.0385;-0.5375;
