Sensor: LSM6DSO Acceleration Sensor
Vendor: STM
TimestampAcc [ns]; AccX [m/s^2]; AccY [m/s^2]; AccZ [m/s^2]
1028470739163388;2.3727;10.8221;-2.5715;
1028470759161154;3.5986;11.4063;-3.9218;
1028470779158987;-0.3687;8.6481;-2.4086;
1028470799156820;-2.5236;6.1006;1.7502;
1028470819154586;1.5802;10.2571;-0.7781;
1028470839152419;2.4230;11.5907;-3.3783;
1028470859150952;-0.3160;8.3656;-0.9146;
1028470879149418;-1.8532;6.2179;4.0607;
1028470899147851;0.9888;10.1829;-0.5746;
1028470919146351;2.3991;11.6912;-3.1628;
1028470939144151;-0.0335;8.8277;1.2785;
1028470959141884;-1.1205;7.7120;2.6768;
1028470979139617;0.2993;11.0903;-0.7757;
1028470999137450;0.9386;10.8652;-0.7207;
1028471019135283;-0.0311;8.3225;2.9019;
1028471039133049;0.4070;9.4406;1.6449;
1028471059130882;0.8739;11.1310;-1.5467;
1028471079128715;0.6488;10.0200;-0.0048;
1028471099126481;0.8212;8.8636;2.2626;
1028471119124214;0.6441;9.4909;0.6153;
1028471139121847;0.2706;10.6545;-0.2514;
1028471159119447;-0.1652;9.9315;-0.1437;
1028471179116947;0.4382;8.9187;1.3360;
1028471199114447;0.9026;9.5963;0.1915;
1028471219111947;0.4046;10.3457;0.2011;
1028471239109380;-0.4334;9.6537;-0.4669;
1028471259106113;0.2586;8.8205;0.4765;
1028471279102913;0.3615;9.9027;1.3504;
1028471299099713;0.2275;10.7599;-0.3927;
1028471319096846;0.4980;9.6178;-0.2753;
1028471339094346;0.8595;8.8756;1.6090;
1028471359092312;0.8236;10.4486;0.1844;
1028471379089812;-0.2227;10.4510;-1.3647;
1028471399087278;-0.4022;9.2108;-0.1844;
1028471419084811;-0.0239;8.8588;1.4797;
1028471439082344;1.2283;10.3864;-0.5291;
1028471459079810;0.1652;10.4582;-1.2977;
1028471479077276;-0.8021;9.5436;2.0112;
1028471499074809;0.9984;9.8405;1.1516;
1028471519072342;1.4414;10.3457;-0.6656;
1028471539069808;-0.7781;9.7615;0.3591;
1028471559067341;-0.6632;9.5316;1.9609;
1028471579064874;0.8931;10.2140;0.4405;
1028471599062340;0.6800;10.2044;-0.8691;
1028471619059840;-0.1652;9.4837;0.8595;
1028471639057473;-0.3184;9.3951;1.0966;
1028471659055106;0.6943;10.1254;-0.9314;
1028471679052672;0.1939;10.0392;-0.4310;
1028471699050305;-1.4437;8.8875;0.9457;
1028471719047938;-0.8763;9.3161;0.5986;
1028471739045504;1.0990;10.2331;-0.3400;
1028471759043070;1.5682;10.4534;-0.4334;
1028471779040703;-0.4453;8.9426;0.7710;
1028471799038336;-0.5291;9.0982;0.3998;
1028471819035902;0.4477;10.5516;-0.4573;
1028471839066868;0.3663;10.2978;0.4525;
1028471859098534;-0.9146;8.7894;1.1516;
1028471879130134;0.3735;9.7519;-0.3974;
1028471899161734;1.5012;10.8078;-0.1101;
1028471919193000;-0.0239;9.9985;1.1421;
1028471939223966;-1.0104;9.0528;1.4198;
1028471959254399;0.1437;9.9578;0.3376;
1028471979285299;0.3855;10.2834;-0.1389;
1028471999316232;-0.8260;9.2180;1.6281;
1028472019347165;-0.9936;8.9618;1.8268;
1028472039378065;1.0655;10.8461;0.1676;
1028472059409031;0.8476;10.4223;-0.1604;
1028472079439997;-1.1708;8.6697;1.5084;
1028472099470897;-1.3528;8.4805;1.4126;
1028472119501797;0.5220;10.6090;0.4142;
1028472139532763;0.3759;10.5635;-0.6177;
1028472159563729;-1.4677;8.5380;1.4988;
1028472179594629;0.1939;9.2156;1.6305;
1028472199625562;1.6066;10.8030;-0.9840;
1028472219656462;0.1580;9.8812;-0.5004;
1028472239687228;-0.8260;8.2794;1.8939;
1028472259717294;-0.2538;9.3305;1.3767;
1028472279747427;0.3759;10.7072;-0.6680;
1028472299777560;0.1939;9.6705;0.3998;
1028472319807626;-0.2849;8.5332;2.1237;
1028472339838459;0.4525;9.7232;0.6273;
1028472359869292;0.5866;10.6569;-0.4669;
1028472379899358;-0.7183;9.2706;0.8979;
1028472399930124;-0.2442;8.7176;2.1979;
1028472419960957;0.8308;10.2451;0.5052;
1028472439958490;0.3448;10.3864;-0.3448;
1028472459955956;0.1796;9.3425;1.6425;
1028472479953489;0.1556;9.0935;2.1596;
1028472499951022;0.0455;10.5468;0.1245;
1028472519948555;0.0982;10.3361;-0.4573;
1028472539946021;0.4765;9.3664;0.4884;
1028472559943554;0.1652;9.2156;1.1588;
1028472579941087;-0.1891;9.9674;-0.6010;
1028472599938553;-0.1053;9.8620;-1.3073;
1028472619936019;0.5004;9.6274;0.5363;
1028472639933519;-0.1006;9.6441;1.8867;
1028472659931052;-0.0287;10.0320;-0.2801;
1028472679928685;0.9457;10.2236;-0.6201;
1028472699926418;0.8715;9.6777;1.9298;
1028472719924184;-0.3137;10.1565;1.2761;
1028472739921984;0.7710;10.6426;-0.9074;
1028472759919784;1.2498;10.2164;0.6872;
1028472779917650;0.6345;9.7878;1.1564;
1028472799915516;-0.4956;9.2850;0.5052;
1028472819913316;0.6465;10.3265;-1.4653;
1028472839911182;1.5156;10.4750;-0.5459;
1028472859909748;0.4214;9.5148;0.7566;
1028472879908248;-0.6704;8.9115;-0.6632;
1028472899906748;-0.0599;9.8572;-0.6345;
1028472919905314;0.8643;10.2595;1.0798;
1028472939903180;-0.6129;9.5316;1.1373;
1028472959900980;-0.7518;8.8852;-0.7710;
1028472979899546;1.3145;10.2523;-0.2322;
1028472999897412;1.8077;10.7790;0.3184;
1028473019895278;0.0168;9.8429;-0.0407;
1028473039893044;-0.7279;8.9211;-1.0152;
1028473059890877;0.7039;9.5316;-0.1293;
1028473079888710;0.5196;10.3074;0.7566;
1028473099886510;-0.0623;10.1421;0.5315;
1028473119884310;0.1245;8.9330;-2.3799;
1028473139882176;0.9146;9.5340;0.0311;
1028473159880042;0.3544;10.0607;0.9362;
1028473179877842;-1.1038;9.2515;0.4238;
1028473199875708;0.0024;9.0240;-1.6137;
1028473219873574;0.8452;10.3385;0.0886;
1028473239871374;-0.2993;10.5109;0.9553;
1028473259868440;-0.7829;9.4741;1.2426;
1028473279865406;0.9457;8.8181;-1.5323;
1028473299862339;1.3001;10.7718;-2.0854;
1028473319859539;-0.2825;10.5180;0.3711;
1028473339857039;-0.2155;9.0791;1.7694;
1028473359854539;0.5148;8.9115;-0.9002;
1028473379851972;0.8117;10.0751;-1.3240;
1028473399849405;-0.3232;9.9458;1.4701;
1028473419846905;-0.2682;9.4263;2.0088;
1028473439844405;0.7973;10.2068;-0.4334;
1028473459841838;0.4573;10.5013;-1.0247;
1028473479839338;-0.2538;9.7232;1.6592;
1028473499836871;0.2706;9.3688;2.2650;
1028473519834404;0.2849;10.0631;0.0718;
1028473539831870;0.0862;10.3840;-0.4884;
1028473559829403;0.4765;10.1757;1.0128;
1028473579826936;-0.0742;9.2778;1.1900;
1028473599824402;-0.0072;8.9977;1.0846;
1028473619821868;0.3639;9.8333;-0.1844;
1028473639819401;0.0407;10.0488;-0.2466;
1028473659816934;-0.6034;9.5292;0.8811;
1028473679814400;-0.3544;8.8756;0.8452;
1028473699811900;0.2945;9.5005;-0.6488;
1028473719809400;0.2131;9.9722;-1.0391;
1028473739806866;-0.2251;9.7112;1.1756;
1028473759804432;-0.0910;9.3544;1.8484;
1028473779802132;0.0239;10.1134;-0.1341;
1028473799799865;-0.6081;9.7710;-0.4980;
1028473819797631;-0.3472;8.9905;1.2594;
1028473839795464;0.0120;9.9554;1.3935;
1028473859793997;-0.7231;10.6378;-0.6584;
1028473879792463;-0.6848;9.6777;0.3879;
1028473899790929;0.2011;8.9570;1.7215;
1028473919789095;-0.1101;9.8548;0.1053;
1028473939786928;-0.7853;10.2786;-1.1828;
1028473959784694;-0.1101;9.1701;-1.1253;
1028473979782527;0.3089;8.7942;-1.0894;
1028473999780360;-0.3615;10.0320;-0.5866;
1028474019778193;-0.9457;10.0368;0.2729;
1028474039775959;-0.5243;9.1725;1.4007;
1028474059773792;0.1628;9.4933;0.1532;
1028474079771625;-0.1748;9.9338;-0.4549;
1028474099769358;-0.7326;9.6633;1.0535;
1028474119767091;-0.2131;9.4167;2.5571;
1028474139764891;-0.6297;10.1254;0.2777;
1028474159762691;0.3065;10.2092;-0.4453;
1028474179760424;0.5148;9.4670;1.5994;
1028474199758224;-0.6800;9.4406;1.1756;
1028474219756057;-0.3137;9.9410;-0.4573;
1028474239753823;0.0120;9.5986;-1.1828;
1028474259750889;-0.0718;9.3281;0.1939;
1028474279748022;-0.8212;9.4885;1.3145;
1028474299745155;-0.8667;9.9458;0.8931;
1028474319742221;-0.3759;10.2307;0.8572;
1028474339739587;-0.3352;9.7255;0.5842;
1028474359737287;-0.7518;9.7662;0.6848;
1028474379734853;-0.3376;9.7232;0.7279;
1028474399732386;-0.5411;9.9003;1.0655;
1028474419729886;-1.2881;9.5891;0.6632;
1028474439727386;-1.0367;9.2515;-0.6536;
1028474459724819;-0.4956;9.9147;0.4382;
1028474479722319;-0.2801;9.8668;1.0942;
1028474499719819;-1.1995;9.3185;0.4812;
1028474519717319;-1.3192;9.4263;-0.5866;
1028474539714752;-0.1030;10.1398;0.4190;
1028474559712252;-0.1149;9.8692;1.1588;
1028474579709752;-0.7422;9.5891;1.3025;
1028474599707185;-0.8859;9.8596;0.4717;
1028474619704651;-0.5315;9.7926;-0.4046;
1028474639702184;-0.5818;10.0583;1.6712;
1028474659699717;-0.8476;10.2283;2.1261;
1028474679697183;-0.4884;10.0009;1.8891;
1028474699694716;-0.6369;9.5723;0.2777;
1028474719692249;-0.9840;8.9618;-0.8141;
1028474739689715;-0.3879;9.8093;0.5938;
1028474759687181;-0.0431;10.2044;1.5850;
1028474779684714;-0.5100;9.8117;1.7311;
1028474799682247;0.1030;9.7734;0.8883;
1028474819679680;0.1053;10.1685;-0.0263;
1028474839677213;-0.6776;9.9482;0.5866;
1028474859675479;-0.7997;9.3209;1.1085;
1028474879673745;0.6560;10.0344;0.4741;
1028474899672011;0.3017;9.8979;-1.2498;
1028474919670344;-0.9529;9.5244;-0.6297;
1028474939668410;0.2777;9.5508;0.4765;
1028474959665976;1.0511;9.7902;0.3879;
1028474979663609;-0.0383;9.5244;0.0311;
1028474999661242;-0.7494;9.5316;-0.8308;
1028475019658875;0.1389;9.4574;-0.5938;
1028475039656441;0.3256;9.6130;0.2562;
1028475059654074;-0.2562;9.0312;1.2618;
1028475079651707;-0.2729;9.6992;-0.4789;
1028475099649273;0.1173;9.9937;-1.4150;
1028475119646839;-0.9936;9.6489;-0.3376;
1028475139644472;-0.4070;9.4861;1.2522;
1028475159642105;0.4142;9.9482;1.4342;
1028475179639671;-0.0335;10.4390;-0.2490;
1028475199637304;-0.2179;10.2690;-0.2610;
1028475219634904;-0.0646;9.6633;-0.7207;
1028475239632470;-0.0790;9.5053;0.2538;
1028475259629336;-0.1413;9.3065;1.0535;
1028475279626269;0.5387;9.5723;-0.2682;
1028475299623202;0.5722;9.9985;-1.3073;
1028475319620068;-1.1277;9.3257;-0.9122;
1028475339617701;-1.3480;9.8357;1.0894;
1028475359614634;1.5754;10.4941;1.5204;
1028475379612200;0.4429;9.7208;0.7446;
1028475399609766;-1.1085;9.9099;-0.4549;
1028475419607399;-0.3304;10.3504;-2.2602;
1028475439604999;1.1349;9.9722;-1.9537;
1028475459602499;-0.1149;9.4454;2.0040;
1028475479599999;-1.7454;9.7088;0.6369;
1028475499597499;0.1365;10.5396;-1.9202;
1028475519594999;0.8188;9.7567;-2.3703;
1028475539592432;1.3671;8.9259;-1.4461;
1028475559589932;-0.2849;9.1222;2.0088;
1028475579587432;0.0024;10.6833;2.6002;
1028475599584865;-0.2299;9.9147;-1.8244;
1028475619582298;1.4749;10.0344;-4.0104;
1028475639579798;-0.3424;8.7846;-1.5275;
1028475659577331;-0.8619;9.5747;0.8572;
1028475679574797;0.7757;11.3417;0.7662;
1028475699572330;0.6369;10.8652;0.3041;
1028475719569863;-0.3831;8.8540;1.1229;
1028475739567329;-1.2690;8.8516;-1.1636;
1028475759564795;0.9409;10.5875;-3.0982;
1028475779562328;1.5252;9.8572;-1.4964;
1028475799559861;0.4190;9.2898;0.7638;
1028475819557327;-1.2163;9.3520;1.6808;
1028475839554827;0.4022;9.9195;1.1373;
1028475859553027;1.4078;9.8955;-1.1062;
1028475879551227;1.1732;10.1517;-1.7191;
1028475899549493;-0.3735;9.2587;-1.4701;
1028475919547893;-0.3687;9.4574;-0.8643;
1028475939545626;1.8508;10.4654;1.4749;
1028475959544092;1.4078;10.2571;1.3432;
1028475979541925;0.3831;9.9578;0.6034;
1028475999539758;-0.4501;9.9219;-0.2322;
1028476019537591;1.3312;10.0296;-0.9314;
1028476039535357;1.8987;9.9003;-1.2666;
1028476059533190;1.2714;9.9865;-0.9409;
1028476079531023;-0.1293;9.9602;1.5970;
1028476099528789;0.2945;9.6465;1.8077;
1028476119526555;1.3719;9.7208;0.1101;
1028476139524388;1.5371;10.8556;-1.1301;
1028476159522221;-0.2107;10.2858;-0.9625;
1028476179519987;-0.6872;9.7279;-0.4094;
1028476199517820;0.4693;9.2347;-1.1181;
1028476219515653;1.1828;9.9530;1.0056;
1028476239513419;0.3687;9.9099;1.3959;
1028476259510719;-0.0646;9.7806;1.7191;
1028476279507785;0.5100;9.1174;0.4286;
1028476299504885;2.2171;10.3888;-1.9442;
1028476319502618;1.0511;9.9961;-2.5643;
1028476339500418;-0.0407;8.9259;-0.5315;
1028476359498218;0.6967;9.0911;-1.0846;
1028476379496051;0.9888;9.1270;-1.8101;
1028476399493817;1.2594;8.2459;1.1684;
1028476419491650;-1.5491;9.1964;-1.5084;
1028476439522816;0.8212;9.8764;-0.8739;
1028476459587249;0.5411;9.8931;0.0072;
1028476479651682;0.9386;9.1342;0.1245;
1028476499716048;0.0072;9.4526;-0.4405;
1028476519780281;0.8236;10.0799;-2.1740;
1028476539844481;1.6784;9.7160;-1.7454;
1028476559908647;0.6393;8.9690;-1.4270;
1028476579972813;-0.0934;8.7798;-0.1030;
1028476600036913;1.1612;10.0105;-0.6153;
1028476620101013;1.6951;10.7264;0.0239;
1028476640165179;0.0479;9.2299;1.9370;
1028476660229279;-0.1580;9.7016;2.0687;
1028476680293379;1.0152;10.8365;0.6488;
1028476700357545;0.8619;10.5444;-0.0551;
1028476720421711;0.3615;9.3568;-0.2155;
1028476740485811;-0.3615;9.3640;-0.9601;
1028476760549911;0.2993;10.2667;-1.4797;
1028476780614111;0.7997;10.4869;-1.8987;
1028476800678311;0.1604;9.8572;-0.6512;
1028476820742444;-0.1389;9.5340;0.5363;
1028476840806644;0.5124;10.2714;0.2466;
1028476860871277;0.4525;10.5827;1.1900;
1028476880936143;0.0503;10.0344;2.5571;
1028476901000976;-0.5100;10.0847;2.4805;
1028476921065176;-0.4190;10.8580;1.4294;
1028476941129376;0.1987;10.4989;1.5060;
1028476961193509;-0.0599;9.9219;0.0263;
1028476981257642;-0.8476;9.9817;-0.1939;
1028477001321875;-0.6201;9.8069;-0.4836;
1028477021386108;0.1149;9.8955;-2.5140;
1028477041417008;0.4884;9.8285;-1.5252;
1028477061414641;-0.2442;9.8237;-2.1237;
1028477081412274;-1.0535;9.8022;-2.0160;
1028477101409840;-0.8787;9.6010;-1.2187;
1028477121407473;-0.7326;9.9171;-0.3998;
1028477141405106;-0.2227;10.8221;-0.1461;
1028477161402672;-0.0742;10.0727;0.1652;
1028477181400238;-0.2490;9.4670;0.9242;
1028477201397871;-0.2466;9.8357;0.0407;
1028477221395504;-0.2945;9.9841;0.0072;
1028477241393070;-0.1915;10.4726;1.3288;
1028477261390003;-1.0056;9.3951;1.5443;
1028477281386936;-1.2354;9.7423;0.2945;
1028477301383869;-0.2227;10.4031;-1.1038;
1028477321381435;-0.6129;10.0033;-0.0359;
1028477341379068;-1.8556;9.1054;-0.5962;
1028477361376701;-0.4166;9.5843;-0.4597;
1028477381374234;-0.1700;10.3313;0.1317;
1028477401405134;0.1197;10.0464;0.5698;
1028477421435700;-1.0391;9.1054;0.2945;
1028477441466600;-0.6848;10.0416;0.6800;
1028477461497500;-0.1484;10.2690;-0.9074;
1028477481528466;-0.8715;9.7639;-0.5267;
1028477501559432;-1.9585;9.1820;-0.0575;
1028477521590332;-0.5028;8.8636;1.2666;
1028477541621232;-0.7374;10.3097;-0.2562;
1028477561652198;-0.2634;10.3768;-1.1947;
1028477581683131;-1.6377;8.3967;0.0024;
1028477601713964;-1.9537;8.2555;0.3280;
1028477621744797;-1.2259;9.8884;-1.0128;
1028477641775630;-0.2394;10.4223;-1.3767;
1028477661806396;-0.9840;9.1222;0.0527;
1028477681837162;-2.8899;7.8389;-0.5770;
1028477701867995;-0.2729;11.1884;-2.7869;
1028477721898828;-0.5818;10.8461;-0.5579;
1028477741929594;-1.3959;8.9929;0.9386;
1028477761960427;-1.6640;8.8923;0.4286;
1028477781991260;-0.7135;11.1693;-0.5866;
1028477802022060;-0.2873;10.9706;-2.2051;
1028477822052860;-1.5060;8.2650;-0.0503;
1028477842083726;-1.6042;7.8149;0.8883;
1028477862115292;0.1628;10.6426;-1.6473;
1028477882146792;-1.3121;10.5923;-2.9521;
1028477902178292;-1.3288;8.9283;-0.9122;
1028477922209158;-0.3424;8.5954;0.8069;
1028477942239958;-0.2299;10.7934;-1.5994;
1028477962270758;0.2753;10.7072;-1.6233;
1028477982301624;-0.1676;8.9857;0.3232;
1028478002299124;-0.5746;7.9897;-0.1939;
1028478022296990;-3.9314;10.4079;-1.0678;
1028478042294623;-1.1062;10.2020;-0.5531;
1028478062292323;2.2003;9.2970;-2.0854;
1028478082290056;-0.7135;8.1932;1.5946;
1028478102287789;-2.1812;10.0176;0.8811;
1028478122285655;-0.6010;11.0065;-0.0311;
1028478142283521;0.9745;10.2954;-0.8236;
1028478162281321;0.0096;8.7966;-0.0718;
1028478182279121;-0.8332;10.0009;-0.4190;
1028478202276987;1.3480;10.4414;-0.3639;
1028478222274853;-2.1812;9.7543;-0.2729;
1028478242272653;-3.1269;7.9322;2.0734;
1028478262269819;-0.3328;11.4877;-2.8779;
1028478282266985;-0.1556;10.8102;-2.4254;
1028478302263851;-1.1205;7.8604;2.1118;
1028478322261651;-2.8420;9.1629;2.3272;
1028478342259517;0.1125;12.0408;-0.8859;
1028478362257383;0.5052;10.6449;-1.3145;
1028478382255183;-1.1038;7.9610;0.0814;
1028478402252883;-2.8420;8.4709;1.4198;
1028478422250716;0.5387;10.9897;-1.5204;
1028478442248482;0.7781;10.3074;-2.3799;
1028478462246282;-1.9226;7.9729;0.3544;
1028478482244148;-1.7335;8.7894;-0.2203;
1028478502242014;-1.2307;10.4414;-1.6999;
1028478522239814;0.4669;10.5180;-0.9721;
1028478542237680;-0.7805;8.1286;0.7135;
1028478562235546;-0.8212;10.0488;-0.8356;
1028478582233412;-1.2043;10.5276;-1.9657;
1028478602231212;-0.7231;9.4526;-0.2969;
1028478622229045;-0.3496;8.9163;0.9505;
1028478642226778;-0.9074;10.3361;-0.3520;
1028478662224378;-1.1493;10.6306;-1.5108;
1028478682221944;0.0311;9.8548;-0.9314;
1028478702219510;-0.8308;8.6314;1.7311;
1028478722217010;-1.0152;10.1350;-0.4597;
1028478742214443;0.3352;11.1669;-2.6553;
1028478762211943;-0.2083;9.4119;-0.6967;
1028478782242776;-2.1189;8.7702;0.7207;
1028478802273542;-1.6880;10.2475;-2.1596;
1028478822304308;-0.0048;10.5444;-1.5874;
1028478842335141;-0.4310;8.2674;-0.1628;
1028478862366674;-0.6824;8.9043;-1.0655;
1028478882398174;-0.2059;10.4869;-2.7798;
1028478902429974;-0.5052;9.9099;-0.1580;
1028478922460840;-1.0750;9.0192;0.1389;
1028478942524973;-1.0822;10.2643;-1.7550;
1028478962589106;-1.0918;9.5627;-1.7646;
1028478982686639;-1.1780;8.5978;0.5507;
1028479002784239;-1.5898;9.5316;-1.1588;
1028479022881705;-0.1077;9.9769;-2.0040;
1028479042979238;0.6704;9.6106;-0.1030;
1028479063110071;-1.1038;9.2347;1.0128;
1028479083240837;-1.4533;9.3377;-0.1844;
1028479103371603;0.2394;10.4750;0.1915;
1028479123502469;-1.4198;9.9506;0.3951;
1028479143633435;-2.2051;9.0456;0.2538;
1028479163764435;-0.3974;9.9458;0.1245;
1028479183895468;0.5722;10.3600;-0.7135;
1028479204026634;-0.6512;9.3137;0.2011;
1028479224157734;-0.8907;9.0671;0.0886;
1028479244288834;0.3280;9.2826;0.0694;
1028479264419300;-0.7446;9.9003;-2.3368;
1028479284549466;-1.6856;9.4023;-1.4222;
1028479304680566;-0.0168;8.8828;0.4669;
1028479324811666;-0.4908;9.2946;-2.0423;
1028479344942832;0.7398;8.9690;-0.7518;
1028479365073932;0.9793;9.3257;-0.0072;
1028479385171698;-1.1756;10.0105;-0.4310;
1028479405269531;-2.7055;10.3457;-0.7446;
1028479425367364;-2.2315;9.1342;2.1860;
1028479445464430;-0.0718;10.1589;0.3544;
1028479465562196;-0.1724;10.9155;-0.6177;
1028479485659996;-1.7071;10.0631;0.1652;
1028479505757729;-1.1947;10.2762;0.6800;
1028479525855462;-0.5962;10.9777;-1.1157;
1028479545919928;-0.4812;10.5899;0.2682;
1028479565984394;0.0766;10.5803;2.6385;
1028479586015494;-1.4916;12.6370;0.5746;
1028479606046660;-1.6880;11.9594;-1.5252;
1028479626077826;-0.7877;10.4941;-0.2227;
1028479646108926;0.9936;10.2786;-0.1532;
1028479666106692;-0.8332;10.4678;0.1413;
1028479686104525;-2.1908;10.2667;-0.2538;
1028479706102358;-3.2778;9.6992;0.5938;
1028479726100091;2.7295;12.3569;-0.6680;
1028479746097724;2.9210;10.1924;-5.2171;
1028479766095324;-3.8691;7.4677;-3.9937;
1028479786092824;-2.3608;8.6409;0.7877;
1028479806090257;3.8739;11.0472;-2.9689;
1028479826087757;0.1820;9.3401;-0.2394;
1028479846085257;-3.0000;7.0631;0.7853;
1028479866083390;0.1987;8.6290;-2.4517;
1028479886081823;-0.1125;10.1948;-2.1094;
1028479906079323;1.4845;8.5739;0.7805;
1028479926076823;1.5347;11.0304;1.1995;
1028479946074256;-4.1996;10.6545;1.2929;
1028479966071756;-2.1860;4.7311;7.2355;
1028479986069256;2.2482;12.3640;-0.2753;
1028480006066722;-1.6090;8.7535;-2.4039;
1028480026064188;-2.7391;7.5156;4.0894;
1028480046062421;-1.7023;8.4542;1.8723;
1028480066059954;1.3983;11.3944;-0.2107;
1028480086057420;-0.8236;9.0982;-1.3671;
1028480106054953;-2.7319;6.8069;1.1349;
1028480126052486;-1.2690;9.0360;1.0678;
1028480146049952;0.7374;11.0472;-0.2346;
1028480166047418;-0.1293;9.4239;0.5339;
1028480186044918;-2.2506;7.6066;3.1102;
1028480206042418;-0.3280;9.7830;1.5395;
1028480226039918;0.3376;10.7264;-0.5459;
1028480246037551;-0.7279;9.2946;1.5395;
1028480266034484;-1.7622;9.1437;3.0288;
1028480286031350;-0.9912;10.3600;0.2442;
1028480306028916;1.0702;11.0065;-0.0431;
1028480326026549;0.2897;9.3329;2.0926;
1028480346024182;-1.3169;9.1557;1.0966;
1028480366021048;-0.6824;10.3552;0.1652;
1028480386018681;-0.1532;10.9897;1.3959;
1028480406016314;-0.7805;10.3672;1.2354;
1028480426013947;0.0096;10.1709;0.0623;
1028480446011513;-0.3137;8.9881;0.5243;
1028480466009146;0.0311;9.7088;1.6999;
1028480486006779;0.3974;10.6880;-0.3998;
1028480506004345;-1.1062;10.2619;-1.3240;
1028480526001911;-1.0104;10.4247;0.3017;
1028480545999544;0.8117;9.3760;2.0112;
1028480565997177;0.2706;10.3289;1.0726;
1028480585994743;-0.9338;9.8668;-0.3017;
1028480605992343;-0.7925;9.9745;0.3113;
1028480625989976;0.3615;9.6489;1.9753;
1028480645987542;0.3974;9.8022;1.1325;
1028480665985108;-0.5650;10.3241;1.3025;
1028480685982741;-2.0615;10.0679;0.9290;
1028480705980374;0.3783;9.3712;1.2594;
1028480725977940;0.6824;9.5460;1.0343;
1028480745975573;-0.5459;10.2762;-0.1556;
1028480765973206;-1.0511;9.6322;-0.3855;
1028480785970772;-0.1484;9.0671;0.5435;
1028480805968338;0.3472;9.3808;1.0631;
1028480825965904;-0.4334;10.5276;-0.2059;
1028480845963404;-0.4573;10.3912;-0.4214;
1028480865961537;-0.2801;9.3137;0.6943;
1028480885959737;0.0814;9.5436;-0.6417;
1028480905957237;-0.0623;9.5771;-1.8125;
1028480925954737;-0.0599;9.1868;-0.1484;
1028480945952170;0.0551;8.9354;1.3743;
1028480965950370;-0.7039;9.8069;0.4669;
1028480985947870;0.0694;10.1421;-0.1748;
1028481005945303;0.0287;9.2946;0.3352;
1028481025942769;-0.7183;9.6130;-0.5004;
1028481045940302;0.0790;10.4103;-1.2163;
1028481065937835;0.2394;9.7734;1.2259;
1028481085935301;-0.2729;8.6481;2.9282;
1028481105932834;1.0200;9.6250;1.4701;
1028481125930367;0.7805;11.2100;-0.3759;
1028481145927833;-1.3073;10.2834;-1.0439;
1028481165925299;-0.5148;8.9785;-0.3615;
1028481185922832;0.8883;9.5148;-0.6081;
1028481205920365;0.5267;10.3864;1.1133;
1028481225917798;-0.6536;9.8165;1.8723;
1028481245915298;-0.4789;9.7974;0.6800;
1028481265912131;0.5627;10.4917;-1.3384;
1028481285908831;2.0806;9.5244;-0.3089;
1028481305906497;0.2586;9.5723;0.4166;
1028481325904263;-1.6712;9.9841;0.7662;
1028481345901396;0.5603;11.8684;1.3312;
1028481365899162;1.0271;10.0009;2.2817;
1028481385896995;0.2179;9.1820;0.7446;
1028481405894828;0.2370;9.9195;-0.7494;
1028481425892661;0.3256;10.4893;-0.4980;
1028481445889761;0.2682;10.5180;-2.0854;
1028481465887594;0.0000;9.9434;0.3232;
1028481485885427;0.0527;9.5532;2.0280;
1028481505883193;-0.1101;10.4031;1.1947;
1028481525880959;-0.1532;10.7168;-0.4549;
1028481545878792;0.6704;10.1805;-0.2011;
1028481565876625;0.7135;10.2595;0.6512;
1028481585874391;0.0479;10.1948;-0.3544;
1028481605872224;-0.9050;10.1398;0.2945;
1028481625870024;-1.1900;10.3768;1.7143;
1028481645867757;0.4382;9.9123;1.8149;
1028481665865490;0.7111;10.2571;0.0359;
1028481685863290;-0.9218;10.0536;-0.9386;
1028481705861090;-1.0535;9.8500;-0.7398;
1028481725858823;-0.3783;9.7184;-1.4653;
1028481745856656;1.6688;10.1565;2.1094;
1028481765854489;-0.9601;10.1014;1.4581;
1028481785852255;-2.3296;10.2906;2.1405;
1028481805850021;-0.2322;10.4821;1.4222;
1028481825847854;1.2474;10.3193;0.0455;
1028481845845687;0.0168;10.1374;-0.2945;
1028481865844120;-1.6113;9.4885;-0.6584;
1028481885842686;-0.8428;10.3074;1.2091;
1028481905840286;0.2275;10.3169;1.9849;
1028481925837852;0.2753;10.6018;1.4150;
1028481945835985;-0.5028;10.2619;1.6161;
1028481965833485;-0.6081;10.0775;0.6608;
1028481985830985;-0.8619;10.3912;0.0479;
1028482005828418;0.5866;10.1014;-0.0982;
1028482025825851;0.0982;9.9099;1.1732;
1028482045824017;-1.2235;10.0607;2.5020;
1028482065821517;-0.8619;9.9003;1.9178;
1028482085818950;0.2586;10.0272;1.3599;
1028482105816450;0.1987;9.9267;1.4773;
1028482125813950;-1.2642;9.7399;-1.1085;
1028482145811416;-1.7885;9.1318;-0.8739;
1028482165808882;-0.1149;9.3544;-0.0407;
1028482185806415;0.8476;8.5547;1.1205;
1028482205803948;-0.4836;9.1150;0.8667;
1028482225801414;-0.7805;9.4047;0.1844;
1028482245798947;-0.4549;9.1126;0.5818;
1028482265795780;0.3663;9.1389;-0.5483;
1028482285792380;-0.1868;9.1437;0.4118;
1028482305788913;-1.4414;9.2395;0.3376;
