TimestampGNSS [ns]; UTC time [ms]; Lat [deg]; Lon [deg]; Height [m]; Speed [m/s]; Heading [deg]; Hor Acc [m]; Vert Acc [m]; Speed Acc [m/s]; Heading Acc [deg]
1028529399616338;1605969237999;48.799345250755;9.235216810132;281.7618;0.0000;275.5114;4.00000000;3.00000000;0.01488347;180.00000000;
1028530378841337;1605969238999;48.799345250755;9.235216810132;281.7068;0.0000;275.5114;4.00000000;3.00000000;0.01481481;180.00000000;
1028531402785798;1605969239999;48.799345250755;9.235216810132;281.6749;0.0000;275.5114;4.00000000;3.00000000;0.01486562;180.00000000;
1028532388870567;1605969240999;48.799345250755;9.235216810132;281.6732;0.0000;275.5114;4.00000000;3.00000000;0.01486029;180.00000000;
1028533386544566;1605969241999;48.799345250755;9.235216810132;281.6374;0.0000;275.5114;4.00000000;3.00000000;0.01486846;180.00000000;
1028534395312604;1605969242999;48.799345250755;9.235216810132;281.6386;0.0000;275.5114;4.00000000;3.00000000;0.01751423;180.00000000;
1028535394056103;1605969243999;48.799345250755;9.235216810132;281.6767;0.0000;275.5114;4.00000000;3.00000000;0.01762035;180.00000000;
1028536442092179;1605969244999;48.799345250755;9.235216810132;281.6728;0.0000;275.5114;4.00000000;3.00000000;0.01749897;180.00000000;
1028537435340025;1605969245999;48.799345250755;9.235216810132;281.6529;0.0000;275.5114;4.00000000;3.00000000;0.01759350;180.00000000;
1028538404622639;1605969246999;48.799345250755;9.235216810132;281.6356;0.0000;275.5114;4.00000000;3.00000000;0.01751610;180.00000000;
1028539397212869;1605969247999;48.799345250755;9.235216810132;281.6336;0.0000;275.5114;4.00000000;3.00000000;0.01802338;180.00000000;
1028540376115907;1605969248999;48.799345250755;9.235216810132;281.6103;0.0000;275.5114;4.00000000;3.00000000;0.01751916;180.00000000;
1028541403545368;1605969249999;48.799345250755;9.235216810132;281.6280;0.0000;275.5114;4.00000000;3.00000000;0.01751593;180.00000000;
1028542401688906;1605969250999;48.799345250755;9.235216810132;281.6474;0.0000;275.5114;4.00000000;3.00000000;0.01727923;180.00000000;
1028543360879713;1605969251999;48.799345250755;9.235216810132;281.6549;0.0000;275.5114;4.00000000;3.00000000;0.01728278;180.00000000;
1028544382584366;1605969252999;48.799345250755;9.235216810132;281.6208;0.0000;275.5114;4.00000000;3.00000000;0.01786733;180.00000000;
1028545403941481;1605969253999;48.799345250755;9.235216810132;281.6477;0.0000;275.5114;4.00000000;3.00000000;0.01786368;180.00000000;
1028546398339711;1605969254999;48.799345250755;9.235216810132;281.6908;0.0000;275.5114;4.00000000;3.00000000;0.01787634;180.00000000;
1028547393486210;1605969255999;48.799345250755;9.235216810132;281.7153;0.0000;275.5114;4.00000000;3.00000000;0.01787942;180.00000000;
1028548397881017;1605969256999;48.799345250755;9.235216810132;281.7123;0.0000;275.5114;4.00000000;3.00000000;0.01793156;180.00000000;
1028549371531978;1605969257999;48.799345250755;9.235216810132;281.6507;0.0000;275.5114;4.00000000;3.00000000;0.01811883;180.00000000;
1028550407865977;1605969258999;48.799345250755;9.235216810132;281.6657;0.0000;275.5114;4.00000000;3.00000000;0.01761192;17.63456917;
1028551405702669;1605969259999;48.799354642528;9.235174090048;281.6383;1.6519;276.2692;4.00000000;3.00000000;0.01719642;15.84780598;
1028552400529206;1605969260999;48.799357161341;9.235132643420;281.6253;3.0236;276.0577;4.00000000;3.00000000;0.01612290;3.88373947;
1028553386131513;1605969261999;48.799360746348;9.235079908511;281.5081;3.8981;276.5275;4.00000000;3.00000000;0.01748993;5.66989517;
1028554378350397;1605969262999;48.799366901240;9.235020373713;281.4929;4.4050;278.9727;3.00000000;3.00000000;0.01763668;2.68270445;
1028555373419127;1605969263999;48.799376638596;9.234959031705;281.5050;4.6250;284.2046;3.00000000;3.00000000;0.01991790;1.99676287;
1028556373466357;1605969264999;48.799400436672;9.234894342880;281.4895;5.4273;299.3184;3.00000000;3.00000000;0.01379553;3.33679914;
1028557404605626;1605969265999;48.799438756230;9.234832922584;281.5850;6.1677;313.5422;3.00000000;3.00000000;0.01644605;3.29213548;
1028558385255433;1605969266999;48.799489130396;9.234784006075;281.9099;6.6825;327.7300;3.00000000;3.00000000;0.01795060;1.22256124;
1028559383427355;1605969267999;48.799554917985;9.234742535187;281.9295;7.9557;337.3576;3.00000000;3.00000000;0.01861524;1.00424027;
1028560366529278;1605969268999;48.799631609550;9.234697157270;282.0041;9.1310;338.5056;3.00000000;3.00000000;0.01743189;1.00000000;
1028561406261584;1605969269999;48.799710946966;9.234650964334;282.1398;9.5202;338.4985;3.00000000;3.00000000;0.01802966;1.00000000;
1028562382988891;1605969270999;48.799797669527;9.234597264454;281.9910;10.4362;337.7560;3.00000000;3.00000000;0.01805873;1.00000000;
1028563386981775;1605969271999;48.799893054615;9.234538694145;282.1361;11.4869;337.9795;3.00000000;3.00000000;0.01813875;1.00000000;
1028564372479582;1605969272999;48.799997455961;9.234475139404;282.2450;12.4934;338.1603;3.00000000;3.00000000;0.01868876;1.00000000;
1028565395902082;1605969273999;48.800103967538;9.234411013812;282.3222;12.7833;338.4131;3.00000000;3.00000000;0.01782010;1.00000000;
1028566360310004;1605969274999;48.800210529336;9.234348001379;282.5110;12.7245;338.7365;2.00000000;3.00000000;0.01832197;1.00000000;
1028567444338157;1605969275999;48.800315114582;9.234287175148;282.6334;12.4516;338.7365;3.00000000;3.00000000;0.01814070;1.00000000;
1028568390325349;1605969276999;48.800418690186;9.234226236563;282.6841;12.3526;338.8050;3.00000000;3.00000000;0.01795390;1.00000000;
1028569398127040;1605969277999;48.800522341595;9.234163206481;282.7409;12.4572;338.7994;3.00000000;3.00000000;0.01805559;1.00000000;
1028570386281463;1605969278999;48.800626944316;9.234100685418;282.8380;12.5433;338.5023;3.00000000;3.00000000;0.01738042;1.51608062;
1028571387693270;1605969279999;48.800732388349;9.234037129724;282.9606;12.6270;338.3312;3.00000000;3.00000000;0.01748569;1.00000000;
1028572380671577;1605969280999;48.800838100997;9.233974694805;283.0675;12.6266;338.4889;3.00000000;3.00000000;0.01812636;1.00000000;
1028573380810768;1605969281999;48.800941580998;9.233914273519;283.2829;12.3732;338.9682;3.00000000;3.00000000;0.01826811;1.00000000;
1028574359751421;1605969282999;48.801043050824;9.233853953054;283.3641;12.1235;338.7528;3.00000000;3.00000000;0.01841850;1.00000000;
1028575384671613;1605969283999;48.801143762263;9.233792915096;283.5009;12.0800;338.7522;3.00000000;3.00000000;0.01789215;1.00000000;
1028576386589228;1605969284999;48.801245947774;9.233733118894;283.5305;12.2130;338.8402;3.00000000;3.00000000;0.01773515;1.00000000;
1028577385333150;1605969285999;48.801347375657;9.233673721991;283.6747;12.0967;338.8152;3.00000000;3.00000000;0.01649161;1.00000000;
1028578402397457;1605969286999;48.801447611137;9.233613897660;283.7992;11.9853;338.5527;3.00000000;3.00000000;0.01779623;1.09843731;
1028579380150764;1605969287999;48.801546526207;9.233555912492;283.9531;11.8035;338.9390;3.00000000;3.00000000;0.01784343;1.00000000;
1028580354546379;1605969288999;48.801646831002;9.233498379158;284.1465;11.9233;338.9394;3.00000000;3.00000000;0.01740635;1.00000000;
1028581400457801;1605969289999;48.801749503905;9.233438417527;284.2802;12.2349;338.9628;3.00000000;3.00000000;0.01695301;1.66842258;
1028582388088262;1605969290999;48.801853603019;9.233377003854;284.4410;12.4185;338.7518;3.00000000;3.00000000;0.01669939;1.00000000;
1028583386625569;1605969291999;48.801957943501;9.233316568711;284.5392;12.4447;339.0798;3.00000000;3.00000000;0.01897186;1.00000000;
1028584372533953;1605969292999;48.802062756208;9.233260213054;284.7454;12.3839;340.3882;3.00000000;3.00000000;0.01664125;1.00000000;
1028585379714221;1605969293999;48.802168095013;9.233201283568;284.9274;12.4941;339.7323;3.00000000;3.00000000;0.01749095;1.00000000;
1028586389034990;1605969294999;48.802273773115;9.233138822776;284.9946;12.6418;338.6949;3.00000000;3.00000000;0.01790528;1.00000000;
1028587390129104;1605969295999;48.802379684202;9.233074914916;285.1122;12.6773;338.6957;2.00000000;3.00000000;0.01594028;1.00000000;
1028588399661719;1605969296999;48.802483818015;9.233011796772;285.2374;12.4971;338.7046;2.00000000;3.00000000;0.01651453;1.00000000;
1028589390691911;1605969297999;48.802587669122;9.232949858816;285.4824;12.4323;338.5042;2.00000000;3.00000000;0.01437231;1.00000000;
1028590388868833;1605969298999;48.802693063259;9.232889085562;285.6391;12.5315;339.2555;2.00000000;3.00000000;0.01443337;1.00000000;
1028591410809371;1605969299999;48.802797353203;9.232828726591;285.7818;12.4233;339.0937;2.00000000;3.00000000;0.01733093;1.00000000;
1028592355243832;1605969300999;48.802898403551;9.232769329937;285.9683;12.0485;339.0934;2.00000000;3.00000000;0.01738493;1.00000000;
1028593388840562;1605969301999;48.802998086812;9.232711394906;286.0520;11.8948;339.0410;2.00000000;3.00000000;0.01799696;1.00000000;
1028594386309022;1605969302999;48.803100647903;9.232653197667;286.1857;12.1590;339.4904;2.00000000;3.00000000;0.01497916;1.00000000;
1028595372532445;1605969303999;48.803204880068;9.232597881994;286.3545;12.2918;340.6885;2.00000000;3.00000000;0.01493436;1.00000000;
1028596385806790;1605969304999;48.803309357802;9.232545561562;286.5223;12.2434;341.6747;2.00000000;3.00000000;0.01747028;1.00000000;
1028597378714443;1605969305999;48.803413722692;9.232492514986;286.6867;12.2452;341.5579;2.00000000;3.00000000;0.01806043;1.00000000;
1028598401432866;1605969306999;48.803518331760;9.232436769740;286.8838;12.3212;340.6092;2.00000000;3.00000000;0.01750482;1.49456894;
1028599399850096;1605969307999;48.803624539288;9.232375669403;287.0511;12.6423;339.2096;2.00000000;3.00000000;0.01810000;1.00000000;
1028600368131326;1605969308999;48.803732024051;9.232309664667;287.2142;12.8932;337.9672;2.00000000;3.00000000;0.01624925;1.00000000;
1028601363388056;1605969309999;48.803839815472;9.232243744458;287.3030;12.9200;338.0407;2.00000000;3.00000000;0.01521212;1.00000000;
1028602392435555;1605969310999;48.803945861739;9.232178990529;287.4667;12.7254;338.0755;2.00000000;3.00000000;0.01438452;1.00000000;
1028603368551554;1605969311999;48.804053057491;9.232112345937;287.5925;12.8907;337.7920;2.00000000;3.00000000;0.01732460;1.00000000;
1028604382279784;1605969312999;48.804163365291;9.232046390163;287.7457;13.1850;338.4272;2.00000000;3.00000000;0.01737513;1.00000000;
1028605391367015;1605969313999;48.804274376756;9.231978841468;287.8710;13.3154;338.1162;2.00000000;3.00000000;0.01798236;1.00000000;
1028606392734283;1605969314999;48.804385910871;9.231909226043;288.0944;13.4145;337.5997;2.00000000;3.00000000;0.01746770;1.00000000;
1028607371962782;1605969315999;48.804498063479;9.231837975789;288.3180;13.5132;337.6144;2.00000000;3.00000000;0.01732455;1.00000000;
1028608357125243;1605969316999;48.804611629840;9.231766175741;288.4337;13.6960;337.3769;2.00000000;3.00000000;0.01733558;1.00000000;
1028609376293473;1605969317999;48.804725791898;9.231695103002;288.5368;13.7330;337.5976;2.00000000;3.00000000;0.01755628;1.00000000;
1028610363539011;1605969318999;48.804838239128;9.231626070172;288.6856;13.5111;337.8904;2.00000000;3.00000000;0.01739095;1.00000000;
1028611385862933;1605969319999;48.804950375798;9.231556904111;288.7379;13.4800;337.8854;2.00000000;3.00000000;0.01765768;1.00000000;
1028612386203394;1605969320999;48.805062248809;9.231488505947;288.8128;13.4325;337.9955;2.00000000;3.00000000;0.01756035;1.00000000;
1028613363980393;1605969321999;48.805173977236;9.231419563886;288.8808;13.4396;337.8879;2.00000000;3.00000000;0.01819754;1.00000000;
1028614360784777;1605969322999;48.805285448945;9.231350353409;288.9299;13.4073;337.7947;2.00000000;3.00000000;0.01534525;1.00000000;
1028615386459546;1605969323999;48.805396187081;9.231280108718;289.0021;13.3602;337.3894;2.00000000;3.00000000;0.01759063;1.00000000;
1028616378326007;1605969324999;48.805506387810;9.231210554832;289.1228;13.2692;337.4639;2.00000000;3.00000000;0.01669947;1.00000000;
1028617367559083;1605969325999;48.805614614045;9.231142520174;288.9520;12.9426;337.4070;4.00000000;3.00000000;0.48095170;3.92561460;
1028618352311775;1605969326999;48.805726228171;9.231071677052;289.3300;13.6754;337.3001;8.00000000;3.00000000;0.60538834;2.74124122;
1028619381243158;1605969327999;48.805840173311;9.230997734775;289.3305;13.7969;336.7773;12.00000000;3.00000000;1.80152726;44.90000153;
1028620368715158;1605969328999;48.805953690922;9.230920748301;289.5899;13.9135;335.8454;12.00000000;3.00000000;2.01045942;44.90000153;
1028621374074311;1605969329999;48.806066323965;9.230839781030;288.9237;13.8646;334.4170;16.00000000;3.22387528;2.30064201;44.90000153;
1028622364113425;1605969330999;48.806171929413;9.230759676885;289.1027;13.5952;333.4022;16.00000000;3.60765076;1.64373982;20.21606064;
1028623371543002;1605969331999;48.806285888494;9.230672183904;291.0669;14.1147;331.8670;16.00000000;3.62875700;0.95432627;4.15352869;
1028624369923078;1605969332999;48.806391437789;9.230585263861;291.4300;13.6003;331.5491;8.00000000;3.36298156;0.56336117;4.89972401;
1028625359318923;1605969333999;48.806491587967;9.230500707191;290.4348;13.5315;331.2722;8.00000000;3.01632237;0.28792459;1.02369487;
1028626367941153;1605969334999;48.806605631685;9.230404299817;290.5648;13.8464;331.0301;8.00000000;3.00000000;0.30748996;1.39511836;
1028627380681076;1605969335999;48.806715263367;9.230307498289;290.6165;13.9261;330.6625;6.00000000;3.00000000;0.01934194;1.00000000;
1028628373791575;1605969336999;48.806822398919;9.230212714319;290.4119;13.9404;330.6567;4.00000000;3.00000000;0.01928531;1.00000000;
1028629387310997;1605969337999;48.806927848358;9.230118633112;290.3791;13.9591;330.8166;4.00000000;3.00000000;0.01823467;1.00000000;
1028630369652035;1605969338999;48.807039220060;9.230021274570;290.6263;13.9081;331.0500;4.00000000;3.00000000;0.01840474;1.00000000;
1028631365062111;1605969339999;48.807146895145;9.229930919660;290.9388;13.7951;331.1436;4.00000000;3.00000000;0.01941903;1.00000000;
1028632387382034;1605969340999;48.807254828487;9.229841591176;291.3333;13.5855;331.6537;3.00000000;3.00000000;0.01949250;1.17628145;
1028633379591648;1605969341999;48.807360863595;9.229759925378;291.7906;13.3964;333.4782;3.00000000;3.00000000;0.01957477;1.00000000;
1028634368468725;1605969342999;48.807467550920;9.229684562147;292.4328;13.1959;335.1603;4.00000000;3.00000000;0.02663626;3.20593953;
1028635366981224;1605969343999;48.807573178468;9.229610356514;292.5922;13.1598;336.7415;4.00000000;3.00000000;0.49028513;5.14121771;
1028636389555146;1605969344999;48.807679297346;9.229543934940;293.2834;12.9907;337.5363;4.00000000;3.00000000;0.14786589;1.00000000;
1028637385539376;1605969345999;48.807782417298;9.229489463311;294.2428;12.6832;340.1194;4.00000000;3.00000000;0.01605229;1.00000000;
1028638381849991;1605969346999;48.807888693993;9.229440294850;295.2874;12.6093;341.7349;4.00000000;3.00000000;0.02904784;1.00000000;
1028639378946990;1605969347999;48.807996998699;9.229393288391;296.0726;12.6248;343.6858;4.00000000;3.00000000;0.01726607;1.00000000;
1028640382117759;1605969348999;48.808106653962;9.229354231680;296.5519;12.5107;345.9740;4.00000000;3.00000000;0.01842127;1.00000000;
1028641373113450;1605969349999;48.808215775724;9.229323577980;297.3557;12.4297;349.3894;3.00000000;3.00000000;0.01749639;1.00000000;
1028642372042834;1605969350999;48.808329064587;9.229302780679;297.9064;12.6766;352.5833;3.00000000;3.00000000;0.01771571;1.00000000;
1028643365921295;1605969351999;48.808443609108;9.229291998695;298.5324;12.8598;355.8188;3.00000000;3.00000000;0.01758039;1.48197353;
1028644368815910;1605969352999;48.808563318424;9.229293802770;298.8990;12.9909;359.4973;3.00000000;3.00000000;0.01788105;2.21885681;
1028645369939447;1605969353999;48.808679978123;9.229308292996;299.3023;12.9513;4.4037;3.00000000;3.00000000;0.01421996;1.00000000;
1028646379545101;1605969354999;48.808795342036;9.229340288873;299.5936;12.9634;10.0950;3.00000000;3.00000000;0.01408002;4.61226988;
1028647367672792;1605969355999;48.808910496312;9.229385466851;299.8170;13.0865;14.5197;3.00000000;3.00000000;0.01487391;2.53480268;
1028648372343291;1605969356999;48.809025106089;9.229443145966;299.9781;13.2496;18.3294;3.00000000;3.00000000;0.01760806;4.07078218;
1028649376970829;1605969357999;48.809137070829;9.229513784216;300.1161;13.4372;22.5172;3.00000000;3.00000000;0.01754916;1.00000000;
1028650368051021;1605969358999;48.809249418478;9.229594455266;300.0561;13.6975;24.9343;3.00000000;3.00000000;0.01812688;1.07838666;
1028651386659559;1605969359999;48.809360566600;9.229678200619;299.9167;13.7775;26.2102;4.00000000;3.00000000;0.01759536;1.18858159;
1028652376294750;1605969360999;48.809470764456;9.229761564151;299.8647;13.5709;26.2065;3.00000000;3.00000000;0.01763550;1.00000000;
1028653369337249;1605969361999;48.809577967464;9.229840031343;299.6119;13.3066;25.3665;3.00000000;3.00000000;0.01815536;1.00000000;
1028654367686749;1605969362999;48.809688723196;9.229908954956;299.3059;13.2677;22.1624;3.00000000;3.00000000;0.01803762;1.00000000;
1028655362278056;1605969363999;48.809803729303;9.229966420711;299.0412;13.4346;18.2414;3.00000000;3.00000000;0.01497338;1.00000000;
1028656361002209;1605969364999;48.809922951113;9.230012079295;298.6719;13.6747;13.8564;3.00000000;3.00000000;0.01476236;1.00000000;
1028657384913208;1605969365999;48.810045404796;9.230041090997;298.0734;13.8055;8.6724;3.00000000;3.00000000;0.01431735;1.00000000;
1028658375900861;1605969366999;48.810172402425;9.230053902725;297.4284;14.0649;4.0295;3.00000000;3.00000000;0.01430594;1.73998189;
1028659358695976;1605969367999;48.810300512357;9.230058063433;296.8649;14.2511;1.4108;3.00000000;3.00000000;0.01465013;1.00000000;
1028660386658014;1605969368999;48.810429748675;9.230055221368;296.1274;14.3390;359.2989;4.00000000;3.00000000;0.01465098;1.00000000;
1028661362425205;1605969369999;48.810558724798;9.230045259317;295.5942;14.3534;358.1770;4.00000000;3.00000000;0.01478290;1.00000000;
1028662373632089;1605969370999;48.810687875501;9.230031503349;295.1533;14.3176;357.4153;4.00000000;3.00000000;0.01448524;1.94169295;
1028663385687165;1605969371999;48.810816630957;9.230015615646;294.5856;14.3816;355.3445;4.00000000;3.00000000;0.01902100;1.78236842;
1028664374718742;1605969372999;48.810944617255;9.229995025943;294.0147;14.3210;354.3824;4.00000000;3.00000000;0.01633600;1.00000000;
1028665367830895;1605969373999;48.811072565189;9.229973549761;293.4936;14.2787;353.6090;4.00000000;3.00000000;0.01591893;1.00000000;
1028666375137086;1605969374999;48.811199377076;9.229948549710;293.0346;14.1665;352.6273;4.00000000;3.00000000;0.01787412;1.07509434;
1028667364763586;1605969375999;48.811323128224;9.229919976191;292.4924;13.9357;351.7241;3.00000000;3.00000000;0.01831760;1.25197279;
1028668364657777;1605969376999;48.811441980037;9.229890304844;292.0678;13.3760;350.9064;3.00000000;3.00000000;0.01613212;1.00000000;
1028669367450046;1605969377999;48.811556273333;9.229859064856;291.5856;12.8526;349.7377;3.00000000;3.00000000;0.01774081;1.00000000;
1028670364378468;1605969378999;48.811663942180;9.229821518306;291.3179;12.2410;347.1196;3.00000000;3.00000000;0.01463645;2.00620222;
1028671368441390;1605969379999;48.811763978613;9.229780867145;290.9660;11.5783;345.2387;4.00000000;3.00000000;0.01456133;1.80113602;
1028672362354428;1605969380999;48.811860647770;9.229740271702;290.5950;11.1420;344.6169;4.00000000;3.00000000;0.01475507;1.00000000;
1028673366253427;1605969381999;48.811947951965;9.229702570090;290.2355;10.1304;344.2902;4.00000000;3.00000000;0.01622293;3.56624222;
1028674364601004;1605969382999;48.812024818765;9.229668431334;289.9061;8.8994;343.7885;4.00000000;3.00000000;0.01536428;1.00000000;
1028675358031041;1605969383999;48.812090836956;9.229639903297;289.6133;7.5877;343.7785;3.00000000;3.00000000;0.01456494;1.00000000;
1028676362634695;1605969384999;48.812142728461;9.229617010330;289.4018;6.0342;344.1762;3.00000000;3.00000000;0.01492446;4.81548166;
1028677382204925;1605969385999;48.812183386426;9.229599360655;289.2118;4.6697;344.3913;3.00000000;3.00000000;0.01492158;6.71278667;
1028678380328924;1605969386999;48.812210731779;9.229587729407;289.0634;3.1460;344.5629;3.00000000;3.00000000;0.01597584;10.62486458;
1028679366779808;1605969387999;48.812223254982;9.229582779071;289.0480;1.4048;344.9883;3.00000000;3.00000000;0.01829804;44.90000153;
1028680381009922;1605969388999;48.812223254982;9.229582779071;289.0557;0.0000;344.9883;3.00000000;3.00000000;0.01500290;44.90000153;
1028681366511691;1605969389999;48.812223254982;9.229582779071;289.0479;0.0000;344.9883;3.00000000;3.00000000;0.01499266;44.90000153;
1028682365980729;1605969390999;48.812223254982;9.229582779071;289.0617;0.0000;344.9883;3.00000000;3.00000000;0.01826699;44.90000153;
1028683361158382;1605969391999;48.812223254982;9.229582779071;289.0837;0.0000;344.9883;3.00000000;3.00000000;0.01824633;44.90000153;
1028684364303689;1605969392999;48.812223254982;9.229582779071;289.0302;0.0000;344.9883;3.00000000;3.00000000;0.01824553;44.90000153;
1028685381412573;1605969393999;48.812223254982;9.229582779071;289.0343;0.0000;344.9883;3.00000000;3.00000000;0.01824786;44.90000153;
1028686363571995;1605969394999;48.812223254982;9.229582779071;289.0531;0.0000;344.9883;3.00000000;3.00000000;0.01825104;44.90000153;
1028687366852033;1605969395999;48.812223254982;9.229582779071;289.0886;0.0000;344.9883;3.00000000;3.00000000;0.01826061;44.90000153;
1028688370953417;1605969396999;48.812223254982;9.229582779071;289.1707;0.0000;344.9883;3.00000000;3.00000000;0.01824327;44.90000153;
1028689369861416;1605969397999;48.812223254982;9.229582779071;289.1122;0.0000;344.9883;3.00000000;3.00000000;0.01827676;23.30355835;
1028690377267069;1605969398999;48.812244407664;9.229567263665;289.1003;2.1381;344.5212;3.00000000;3.00000000;0.01502881;3.61176610;
1028691394266453;1605969399999;48.812282121036;9.229550802360;288.9670;4.3409;344.4793;3.00000000;3.00000000;0.01524601;2.93265557;
1028692384549068;1605969400999;48.812326276179;9.229531772745;288.8728;5.1006;344.2772;3.00000000;3.00000000;0.01830979;5.15843010;
1028693366192452;1605969401999;48.812378773876;9.229508090977;288.8019;6.0763;343.6153;3.00000000;3.00000000;0.01491646;1.00000000;
1028694366730759;1605969402999;48.812443013494;9.229477555644;288.7079;7.4740;342.6135;3.00000000;3.00000000;0.01502674;2.07240891;
1028695363655066;1605969403999;48.812516779628;9.229438123728;288.7312;8.6797;340.7828;3.00000000;3.00000000;0.01830562;3.15819669;
1028696375454911;1605969404999;48.812589341894;9.229394855271;288.8440;8.6559;338.3039;3.00000000;3.00000000;0.01823585;1.00000000;
1028697366726680;1605969405999;48.812660259881;9.229349277030;288.9253;8.5608;336.9834;3.00000000;3.00000000;0.01822774;1.00000000;
1028698378040910;1605969406999;48.812736183047;9.229295665755;288.7976;9.3044;335.0058;3.00000000;3.00000000;0.01829513;1.91951919;
1028699373477447;1605969407999;48.812820100734;9.229232112209;288.2065;10.4155;333.5244;3.00000000;3.00000000;0.01484468;1.00000000;
1028700370505754;1605969408999;48.812912522567;9.229160516659;287.5186;11.5224;332.9925;3.00000000;3.00000000;0.01559808;1.00000000;
1028701358190292;1605969409999;48.813008188962;9.229086528893;286.7899;11.9377;333.1073;3.00000000;3.00000000;0.01866809;1.00000000;
1028702366901137;1605969410999;48.813106680883;9.229011264517;286.0519;12.2594;333.2486;3.00000000;3.00000000;0.01410547;1.17829502;
1028703363517944;1605969411999;48.813206926401;9.228933486992;285.2796;12.5138;332.9566;3.00000000;3.00000000;0.01822219;1.00000000;
1028704361572328;1605969412999;48.813308255612;9.228853649671;284.4918;12.6850;332.7325;3.00000000;3.00000000;0.01491290;1.00000000;
1028705365957597;1605969413999;48.813410856928;9.228773726941;283.7982;12.8237;332.8435;3.00000000;3.00000000;0.01402921;1.00000000;
1028706372982558;1605969414999;48.813515087021;9.228693149820;283.0269;13.0102;333.0162;3.00000000;3.00000000;0.01375878;1.00000000;
1028707378923288;1605969415999;48.813620745835;9.228611979190;282.2480;13.1522;333.1595;2.00000000;3.00000000;0.01467250;1.00000000;
1028708385274787;1605969416999;48.813727258279;9.228529980522;282.1971;13.3919;333.1605;2.00000000;3.00000000;0.11771681;1.00000000;
1028709382724132;1605969417999;48.813835170303;9.228450103575;281.3875;13.4851;333.9317;3.00000000;3.00000000;0.01411167;1.00000000;
1028710382076363;1605969418999;48.813947185016;9.228370995634;280.5445;13.6176;335.2682;3.00000000;3.00000000;0.01354317;1.00000000;
1028711352674785;1605969419999;48.814062684575;9.228299025386;279.7419;13.7898;337.6209;3.00000000;3.00000000;0.01773649;1.00000000;
1028712381478515;1605969420999;48.814178293916;9.228235667981;278.9655;13.7268;340.0204;3.00000000;3.00000000;0.01750377;1.00000000;
1028713378780168;1605969421999;48.814290726945;9.228177178018;278.2372;13.1194;341.1855;2.00000000;3.00000000;0.01489808;1.00000000;
1028714375455398;1605969422999;48.814396815866;9.228124994341;277.4951;12.4265;341.9263;3.00000000;3.00000000;0.01739153;2.54348516;
1028715368924205;1605969423999;48.814503615648;9.228073686723;276.8119;12.4750;341.9271;3.00000000;3.00000000;0.01738489;1.00000000;
1028716364913781;1605969424999;48.814611574426;9.228020179743;276.4010;12.5662;341.9864;3.00000000;3.00000000;0.01505869;1.00000000;
1028717372492127;1605969425999;48.814720545305;9.227967353884;275.9057;12.6309;341.9900;3.00000000;3.00000000;0.01455537;1.00000000;
1028718363804588;1605969426999;48.814826518822;9.227915483492;275.4210;12.3209;342.1654;4.00000000;3.00000000;0.01501423;1.05356753;
1028719360519318;1605969427999;48.814927256170;9.227866357577;274.9325;11.8329;342.1902;3.00000000;3.00000000;0.01523055;1.05728090;
1028720377719202;1605969428999;48.815020626666;9.227820171695;274.4045;10.9609;342.1193;4.00000000;3.00000000;0.01758993;1.00000000;
1028721382620739;1605969429999;48.815100919636;9.227779967395;274.1365;9.3904;341.9905;4.00000000;3.00000000;0.01783150;1.00000000;
1028722377979662;1605969430999;48.815168184400;9.227747900406;273.8503;7.8295;342.4095;3.00000000;3.00000000;0.01761699;1.15265048;
1028723366168122;1605969431999;48.815224211077;9.227721706368;273.6116;6.6018;342.5149;3.00000000;3.00000000;0.01831467;1.00000000;
1028724352932814;1605969432999;48.815272896837;9.227697428079;273.2911;5.7146;341.7715;3.00000000;3.00000000;0.01832489;1.32607567;
1028725362722313;1605969433999;48.815314215734;9.227677719656;273.1206;4.9072;342.2833;3.00000000;3.00000000;0.01495094;1.13448691;
1028726365626005;1605969434999;48.815352213560;9.227660268705;272.9839;4.4137;342.9453;3.00000000;3.00000000;0.01750872;1.11189663;
1028727371651812;1605969435999;48.815380459866;9.227646695104;272.8495;3.2754;342.6217;3.00000000;3.00000000;0.01762685;3.30787635;
1028728360439619;1605969436999;48.815395115640;9.227639300278;272.7553;1.7612;342.6885;3.00000000;3.00000000;0.01758835;13.15912247;
1028729379107003;1605969437999;48.815410637236;9.227631617417;272.7040;1.8161;342.3590;3.00000000;3.00000000;0.01757883;3.10637569;
1028730374640194;1605969438999;48.815440628270;9.227617736461;272.5791;3.5052;342.7368;3.00000000;3.00000000;0.01763758;4.13863373;
1028731366673155;1605969439999;48.815486080818;9.227595973578;272.4437;5.2589;342.4816;3.00000000;3.00000000;0.01761259;1.62161052;
1028732366410424;1605969440999;48.815540625421;9.227569326056;272.3182;6.3480;342.2404;3.00000000;3.00000000;0.01830534;3.30904150;
1028733372001385;1605969441999;48.815606855025;9.227536745929;272.3726;7.7603;342.0948;3.00000000;3.00000000;0.01447019;1.00000000;
1028734361281230;1605969442999;48.815680085605;9.227502082987;272.4817;8.5373;342.6988;3.00000000;3.00000000;0.01500178;1.06294847;
1028735377427960;1605969443999;48.815755137666;9.227467971859;272.6652;8.7166;342.7020;3.00000000;3.00000000;0.01433463;1.00000000;
